type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.estimatedTime,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,departure.estimatedTime,arrival.terminal,departure.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,departure.terminal,departure.gate,error
departure,active,hah,fmch,2024-03-11t08:30:00.000,ajn,fmcv,2024-03-11t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-11t13:15:00.000,nwa,fmci,2024-03-11t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-11t15:45:00.000,dar,htda,2024-03-11t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,,,,,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2024-03-12t10:00:00.000,nwa,fmci,2024-03-12t10:25:00.000,empty,,,521,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-12t12:30:00.000,dza,fmcz,2024-03-12t13:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2024-03-12t12:30:00.000,dza,fmcz,2024-03-12t13:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-12t12:50:00.000,dar,htda,2024-03-12t14:05:00.000,,h1,h1,3688,h13688,h13688,,,,,air tanzania,tc,atc,211,tc211,atc211,2024-03-12t12:50:00.000,2,,,,,,,,
departure,active,hah,fmch,2024-03-12t12:50:00.000,dar,htda,2024-03-12t14:05:00.000,air tanzania,tc,atc,211,tc211,atc211,,,,,,,,,,,2024-03-12t12:50:00.000,2,,,,,,,,
departure,active,hah,fmch,2024-03-12t14:00:00.000,nbo,hkjk,2024-03-12t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-12t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-12t14:00:00.000,nbo,hkjk,2024-03-12t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-12t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-12t14:00:00.000,nbo,hkjk,2024-03-12t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2024-03-12t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-12t15:45:00.000,dar,htda,2024-03-12t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2024-03-12t15:59:00.000,2024-03-12t15:59:00.000,2024-03-12t15:59:00.000,2024-03-12t16:52:00.000,,,,,,,,3,14.0,,,,,,,
departure,active,hah,fmch,2024-03-12t14:00:00.000,nbo,hkjk,2024-03-12t16:10:00.000,kenya airways,kq,kqa,264,kq264,kqa264,2024-03-12t13:48:00.000,2024-03-12t13:48:00.000,2024-03-12t13:48:00.000,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-13t08:30:00.000,ajn,fmcv,2024-03-13t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-13t13:15:00.000,nwa,fmci,2024-03-13t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-13t14:00:00.000,nbo,hkjk,2024-03-13t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,2024-03-13t13:43:00.000,2024-03-13t13:43:00.000,2024-03-13t13:43:00.000,2024-03-13t15:33:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-13t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-13t14:00:00.000,nbo,hkjk,2024-03-13t16:10:00.000,air france,af,afr,8082,af8082,afr8082,2024-03-13t13:43:00.000,2024-03-13t13:43:00.000,2024-03-13t13:43:00.000,2024-03-13t15:33:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-13t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-13t14:00:00.000,nbo,hkjk,2024-03-13t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-13t13:43:00.000,2024-03-13t13:43:00.000,2024-03-13t13:43:00.000,2024-03-13t15:33:00.000,,,,,,,2024-03-13t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-13t14:25:00.000,dza,fmcz,2024-03-13t15:10:00.000,air france,af,afr,3259,af3259,afr3259,,,,,air austral,uu,reu,275,uu275,reu275,,,,,,,,,,
departure,active,hah,fmch,2024-03-13t14:25:00.000,dza,fmcz,2024-03-13t15:10:00.000,air austral,uu,reu,275,uu275,reu275,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-13t14:25:00.000,dza,fmcz,2024-03-13t15:25:00.000,air austral,uu,reu,7403,uu7403,reu7403,2024-03-13t14:16:00.000,2024-03-13t14:16:00.000,2024-03-13t14:16:00.000,2024-03-13t15:07:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2024-03-13t14:25:00.000,dza,fmcz,2024-03-13t15:25:00.000,ewa air,zd,ewr,303,zd303,ewr303,2024-03-13t14:16:00.000,2024-03-13t14:16:00.000,2024-03-13t14:16:00.000,2024-03-13t15:07:00.000,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-13t15:45:00.000,dar,htda,2024-03-13t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,,,,,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2024-03-13t16:30:00.000,ajn,fmcv,2024-03-13t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-14t08:30:00.000,ajn,fmcv,2024-03-14t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-14t12:30:00.000,dza,fmcz,2024-03-14t13:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,2024-03-14t11:54:00.000,2024-03-14t11:54:00.000,2024-03-14t11:54:00.000,2024-03-14t12:39:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,2024-03-14t12:40:00.000,2024-03-14t12:40:00.000,2024-03-14t12:40:00.000,,,,
departure,active,hah,fmch,2024-03-14t12:30:00.000,dza,fmcz,2024-03-14t13:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,2024-03-14t11:54:00.000,2024-03-14t11:54:00.000,2024-03-14t11:54:00.000,2024-03-14t12:39:00.000,,,,,,,,,,2024-03-14t12:40:00.000,2024-03-14t12:40:00.000,2024-03-14t12:40:00.000,,,,
departure,active,hah,fmch,2024-03-14t12:50:00.000,dar,htda,2024-03-14t14:05:00.000,,h1,h1,3688,h13688,h13688,2024-03-14t13:17:00.000,2024-03-14t13:17:00.000,2024-03-14t13:17:00.000,2024-03-14t14:22:00.000,air tanzania,tc,atc,211,tc211,atc211,,2,27.0,,,,18.0,,,
departure,active,hah,fmch,2024-03-14t12:50:00.000,dar,htda,2024-03-14t14:05:00.000,air tanzania,tc,atc,211,tc211,atc211,2024-03-14t13:17:00.000,2024-03-14t13:17:00.000,2024-03-14t13:17:00.000,2024-03-14t14:22:00.000,,,,,,,,2,27.0,,,,18.0,,,
departure,unknown,hah,fmch,2024-03-14t14:10:00.000,ajn,fmcv,2024-03-14t14:50:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,unknown,hah,fmch,2024-03-14t14:10:00.000,ajn,fmcv,2024-03-14t14:50:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-14t15:45:00.000,dar,htda,2024-03-14t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,,,,,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2024-03-14t16:30:00.000,dar,htda,2024-03-14t18:30:00.000,,h1,h1,1967,h11967,h11967,,,,,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,
departure,active,hah,fmch,2024-03-14t16:30:00.000,dar,htda,2024-03-14t18:30:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-15t07:35:00.000,cai,heca,2024-03-15t13:35:00.000,etihad airways,ey,etd,4954,ey4954,etd4954,,,,,egyptair,ms,msr,841,ms841,msr841,,3,,,,,,,,
departure,active,hah,fmch,2024-03-15t07:35:00.000,cai,heca,2024-03-15t13:35:00.000,egyptair,ms,msr,841,ms841,msr841,,,,,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2024-03-15t08:30:00.000,ajn,fmcv,2024-03-15t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-15t13:15:00.000,nwa,fmci,2024-03-15t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-15t14:00:00.000,nbo,hkjk,2024-03-15t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-15t13:41:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-15t14:00:00.000,nbo,hkjk,2024-03-15t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-15t13:41:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-15t14:00:00.000,nbo,hkjk,2024-03-15t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2024-03-15t13:41:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-15t15:45:00.000,dar,htda,2024-03-15t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,,,,,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2024-03-15t16:30:00.000,ajn,fmcv,2024-03-15t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-16t10:00:00.000,nwa,fmci,2024-03-16t10:25:00.000,empty,,,521,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-16t12:50:00.000,dar,htda,2024-03-16t14:05:00.000,,h1,h1,3688,h13688,h13688,2024-03-16t13:44:00.000,2024-03-16t13:44:00.000,2024-03-16t13:44:00.000,2024-03-16t14:39:00.000,air tanzania,tc,atc,211,tc211,atc211,,2,54.0,,,,35.0,,,
departure,active,hah,fmch,2024-03-16t12:50:00.000,dar,htda,2024-03-16t14:05:00.000,air tanzania,tc,atc,211,tc211,atc211,2024-03-16t13:44:00.000,2024-03-16t13:44:00.000,2024-03-16t13:44:00.000,2024-03-16t14:39:00.000,,,,,,,,2,54.0,,,,35.0,,,
departure,active,hah,fmch,2024-03-16t14:00:00.000,nbo,hkjk,2024-03-16t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-16t13:34:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-16t14:00:00.000,nbo,hkjk,2024-03-16t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-16t13:34:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-16t14:00:00.000,nbo,hkjk,2024-03-16t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2024-03-16t13:34:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-16t14:10:00.000,ajn,fmcv,2024-03-16t14:50:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,active,hah,fmch,2024-03-16t14:10:00.000,ajn,fmcv,2024-03-16t14:50:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-16t15:45:00.000,dar,htda,2024-03-16t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2024-03-16t15:51:00.000,2024-03-16t15:51:00.000,2024-03-16t15:51:00.000,2024-03-16t16:54:00.000,,,,,,,,3,6.0,,,,,,,
departure,active,hah,fmch,2024-03-16t16:30:00.000,dar,htda,2024-03-16t18:30:00.000,,h1,h1,1967,h11967,h11967,,,,,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,
departure,active,hah,fmch,2024-03-16t16:30:00.000,dar,htda,2024-03-16t18:30:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-16t16:30:00.000,ajn,fmcv,2024-03-16t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-17t14:00:00.000,nbo,hkjk,2024-03-17t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-17t13:32:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-17t14:00:00.000,nbo,hkjk,2024-03-17t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-17t13:32:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-17t14:00:00.000,nbo,hkjk,2024-03-17t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2024-03-17t13:32:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-17t12:30:00.000,dza,fmcz,2024-03-17t13:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2024-03-17t12:30:00.000,dza,fmcz,2024-03-17t13:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-17t15:45:00.000,dar,htda,2024-03-17t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2024-03-17t15:43:00.000,2024-03-17t15:43:00.000,2024-03-17t15:43:00.000,2024-03-17t16:45:00.000,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2024-03-18t08:30:00.000,ajn,fmcv,2024-03-18t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-18t13:15:00.000,nwa,fmci,2024-03-18t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-18t15:45:00.000,dar,htda,2024-03-18t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2024-03-18t15:49:00.000,2024-03-18t15:49:00.000,2024-03-18t15:49:00.000,2024-03-18t16:54:00.000,,,,,,,,3,5.0,,,,,,,
departure,active,hah,fmch,2024-03-19t10:00:00.000,nwa,fmci,2024-03-19t10:25:00.000,empty,,,521,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-19t12:30:00.000,dza,fmcz,2024-03-19t13:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2024-03-19t12:30:00.000,dza,fmcz,2024-03-19t13:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-19t12:50:00.000,dar,htda,2024-03-19t14:05:00.000,,h1,h1,3688,h13688,h13688,2024-03-19t13:11:00.000,2024-03-19t13:11:00.000,2024-03-19t13:11:00.000,2024-03-19t14:16:00.000,air tanzania,tc,atc,211,tc211,atc211,,2,22.0,,,,11.0,,,
departure,active,hah,fmch,2024-03-19t12:50:00.000,dar,htda,2024-03-19t14:05:00.000,air tanzania,tc,atc,211,tc211,atc211,2024-03-19t13:11:00.000,2024-03-19t13:11:00.000,2024-03-19t13:11:00.000,2024-03-19t14:16:00.000,,,,,,,,2,22.0,,,,11.0,,,
departure,active,hah,fmch,2024-03-19t14:00:00.000,nbo,hkjk,2024-03-19t16:10:00.000,air france,af,afr,8082,af8082,afr8082,2024-03-19t13:35:00.000,2024-03-19t13:35:00.000,2024-03-19t13:35:00.000,2024-03-19t15:24:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-19t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-19t14:00:00.000,nbo,hkjk,2024-03-19t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,2024-03-19t13:35:00.000,2024-03-19t13:35:00.000,2024-03-19t13:35:00.000,2024-03-19t15:24:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-19t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-19t14:00:00.000,nbo,hkjk,2024-03-19t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-19t13:35:00.000,2024-03-19t13:35:00.000,2024-03-19t13:35:00.000,2024-03-19t15:24:00.000,,,,,,,2024-03-19t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-19t15:45:00.000,dar,htda,2024-03-19t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2024-03-19t15:42:00.000,2024-03-19t15:42:00.000,2024-03-19t15:42:00.000,2024-03-19t16:51:00.000,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2024-03-20t08:30:00.000,ajn,fmcv,2024-03-20t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-20t13:15:00.000,nwa,fmci,2024-03-20t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-20t14:00:00.000,nbo,hkjk,2024-03-20t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-20t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-20t14:00:00.000,nbo,hkjk,2024-03-20t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-20t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-20t14:00:00.000,nbo,hkjk,2024-03-20t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2024-03-20t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-20t14:25:00.000,dza,fmcz,2024-03-20t15:10:00.000,air france,af,afr,3259,af3259,afr3259,,,,,air austral,uu,reu,275,uu275,reu275,,,,,,,,,,
departure,active,hah,fmch,2024-03-20t14:25:00.000,dza,fmcz,2024-03-20t15:10:00.000,air austral,uu,reu,275,uu275,reu275,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-20t15:45:00.000,dar,htda,2024-03-20t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2024-03-20t15:31:00.000,2024-03-20t15:31:00.000,2024-03-20t15:31:00.000,2024-03-20t16:37:00.000,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2024-03-20t16:30:00.000,ajn,fmcv,2024-03-20t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-21t08:30:00.000,ajn,fmcv,2024-03-21t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-21t12:30:00.000,dza,fmcz,2024-03-21t13:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2024-03-21t12:30:00.000,dza,fmcz,2024-03-21t13:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-21t12:50:00.000,dar,htda,2024-03-21t14:05:00.000,,h1,h1,3688,h13688,h13688,,,,,air tanzania,tc,atc,211,tc211,atc211,,2,,,,,,,,
departure,active,hah,fmch,2024-03-21t12:50:00.000,dar,htda,2024-03-21t14:05:00.000,air tanzania,tc,atc,211,tc211,atc211,,,,,,,,,,,,2,,,,,,,,
departure,unknown,hah,fmch,2024-03-21t14:10:00.000,ajn,fmcv,2024-03-21t15:15:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,unknown,hah,fmch,2024-03-21t14:10:00.000,ajn,fmcv,2024-03-21t15:15:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-21t15:45:00.000,dar,htda,2024-03-21t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2024-03-21t15:43:00.000,2024-03-21t15:43:00.000,2024-03-21t15:43:00.000,2024-03-21t16:49:00.000,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2024-03-21t16:30:00.000,dar,htda,2024-03-21t18:55:00.000,,h1,h1,1967,h11967,h11967,,,,,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,
departure,active,hah,fmch,2024-03-21t16:30:00.000,dar,htda,2024-03-21t18:55:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-22t08:30:00.000,ajn,fmcv,2024-03-22t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-22t13:15:00.000,nwa,fmci,2024-03-22t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-22t14:00:00.000,nbo,hkjk,2024-03-22t16:10:00.000,air france,af,afr,8082,af8082,afr8082,2024-03-22t13:46:00.000,2024-03-22t13:46:00.000,2024-03-22t13:46:00.000,2024-03-22t15:35:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-22t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-22t14:00:00.000,nbo,hkjk,2024-03-22t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,2024-03-22t13:46:00.000,2024-03-22t13:46:00.000,2024-03-22t13:46:00.000,2024-03-22t15:35:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-22t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-22t14:00:00.000,nbo,hkjk,2024-03-22t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-22t13:46:00.000,2024-03-22t13:46:00.000,2024-03-22t13:46:00.000,2024-03-22t15:35:00.000,,,,,,,2024-03-22t14:00:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-22t15:45:00.000,dar,htda,2024-03-22t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2024-03-22t16:01:00.000,2024-03-22t16:01:00.000,2024-03-22t16:01:00.000,2024-03-22t16:52:00.000,,,,,,,,3,17.0,,,,,,,
departure,active,hah,fmch,2024-03-22t16:30:00.000,ajn,fmcv,2024-03-22t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-23t10:00:00.000,nwa,fmci,2024-03-23t10:25:00.000,empty,,,521,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-23t12:50:00.000,dar,htda,2024-03-23t14:45:00.000,,h1,h1,3688,h13688,h13688,,,,,air tanzania,tc,atc,211,tc211,atc211,2024-03-23t12:50:00.000,2,,,,,,,,
departure,active,hah,fmch,2024-03-23t12:50:00.000,dar,htda,2024-03-23t14:45:00.000,air tanzania,tc,atc,211,tc211,atc211,,,,,,,,,,,2024-03-23t12:50:00.000,2,,,,,,,,
departure,active,hah,fmch,2024-03-23t14:00:00.000,nbo,hkjk,2024-03-23t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-23t13:39:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-23t14:00:00.000,nbo,hkjk,2024-03-23t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-23t13:39:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-23t14:00:00.000,nbo,hkjk,2024-03-23t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2024-03-23t13:39:00.000,1a,,,,,,,,
departure,active,hah,fmch,2024-03-23t14:10:00.000,ajn,fmcv,2024-03-23t15:15:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,active,hah,fmch,2024-03-23t14:10:00.000,ajn,fmcv,2024-03-23t15:15:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-23t15:45:00.000,dar,htda,2024-03-23t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2024-03-23t15:18:00.000,2024-03-23t15:18:00.000,2024-03-23t15:18:00.000,2024-03-23t16:22:00.000,,,,,,,,3,,2024-03-23t16:18:00.000,2024-03-23t16:18:00.000,2024-03-23t16:18:00.000,,,,
departure,active,hah,fmch,2024-03-23t16:30:00.000,ajn,fmcv,2024-03-23t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-23t16:30:00.000,dar,htda,2024-03-23t18:55:00.000,,h1,h1,1967,h11967,h11967,,,,,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,
departure,active,hah,fmch,2024-03-23t16:30:00.000,dar,htda,2024-03-23t18:55:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,,
departure,unknown,hah,fmch,2024-03-24t12:30:00.000,dza,fmcz,2024-03-24t13:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,unknown,hah,fmch,2024-03-24t12:30:00.000,dza,fmcz,2024-03-24t13:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2024-03-24t14:00:00.000,nbo,hkjk,2024-03-24t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-24t15:31:00.000,1a,91.0,,,,,,,
departure,active,hah,fmch,2024-03-24t14:00:00.000,nbo,hkjk,2024-03-24t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2024-03-24t15:31:00.000,1a,91.0,,,,,,,
departure,active,hah,fmch,2024-03-24t14:00:00.000,nbo,hkjk,2024-03-24t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2024-03-24t15:31:00.000,1a,91.0,,,,,,,
departure,active,hah,fmch,2024-03-24t15:45:00.000,dar,htda,2024-03-24t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2024-03-24t16:16:00.000,2024-03-24t16:16:00.000,2024-03-24t16:16:00.000,2024-03-24t17:19:00.000,,,,,,,,3,31.0,,,,15.0,,,
departure,active,hah,fmch,2024-03-25t08:30:00.000,ajn,fmcv,2024-03-25t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
