type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.estimatedTime,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,departure.estimatedTime,arrival.terminal,departure.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,departure.terminal,departure.gate,error
departure,active,hah,fmch,2023-12-20t08:30:00.000,ajn,fmcv,2023-12-20t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-20t10:50:00.000,run,fmee,2023-12-20t14:15:00.000,air france,af,afr,3255,af3255,afr3255,,,,,klasjet,,klj,256,,klj256,2023-12-20t10:50:00.000,,,,,,,,,
departure,active,hah,fmch,2023-12-20t10:50:00.000,run,fmee,2023-12-20t14:15:00.000,klasjet,,klj,256,,klj256,,,,,,,,,,,2023-12-20t10:50:00.000,,,,,,,,,
departure,active,hah,fmch,2023-12-20t12:30:00.000,dza,fmcz,2023-12-20t13:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2023-12-20t12:30:00.000,dza,fmcz,2023-12-20t13:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-20t13:15:00.000,nwa,fmci,2023-12-20t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-20t14:00:00.000,nbo,hkjk,2023-12-20t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-12-20t13:42:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-12-20t14:00:00.000,nbo,hkjk,2023-12-20t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-12-20t13:42:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-12-20t14:00:00.000,nbo,hkjk,2023-12-20t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2023-12-20t13:42:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-12-20t15:45:00.000,dar,htda,2023-12-20t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2023-12-20t16:06:00.000,2023-12-20t16:06:00.000,2023-12-20t16:06:00.000,2023-12-20t17:09:00.000,,,,,,,,3,22.0,,,,4.0,,,
departure,active,hah,fmch,2023-12-20t16:30:00.000,ajn,fmcv,2023-12-20t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-21t08:30:00.000,ajn,fmcv,2023-12-21t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-21t12:50:00.000,dar,htda,2023-12-21t14:05:00.000,,h1,h1,3688,h13688,h13688,2023-12-21t13:19:00.000,2023-12-21t13:19:00.000,2023-12-21t13:19:00.000,2023-12-21t14:22:00.000,air tanzania,tc,atc,211,tc211,atc211,,2,29.0,,,,18.0,,,
departure,active,hah,fmch,2023-12-21t12:50:00.000,dar,htda,2023-12-21t14:05:00.000,air tanzania,tc,atc,211,tc211,atc211,2023-12-21t13:19:00.000,2023-12-21t13:19:00.000,2023-12-21t13:19:00.000,2023-12-21t14:22:00.000,,,,,,,,2,29.0,,,,18.0,,,
departure,active,hah,fmch,2023-12-21t14:10:00.000,ajn,fmcv,2023-12-21t14:50:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,active,hah,fmch,2023-12-21t14:10:00.000,ajn,fmcv,2023-12-21t14:50:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-21t15:45:00.000,dar,htda,2023-12-21t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,,,,,,,,,,,2023-12-21t16:18:00.000,3,33.0,,,,,,,
departure,active,hah,fmch,2023-12-21t16:00:00.000,dza,fmcz,2023-12-21t17:00:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2023-12-21t16:00:00.000,dza,fmcz,2023-12-21t17:00:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,unknown,hah,fmch,2023-12-21t16:30:00.000,dar,htda,2023-12-21t18:10:00.000,,h1,h1,1967,h11967,h11967,,,,,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,
departure,unknown,hah,fmch,2023-12-21t16:30:00.000,dar,htda,2023-12-21t18:10:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-22t08:30:00.000,ajn,fmcv,2023-12-22t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-22t13:15:00.000,nwa,fmci,2023-12-22t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-22t14:00:00.000,nbo,hkjk,2023-12-22t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-12-22t13:42:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-12-22t14:00:00.000,nbo,hkjk,2023-12-22t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-12-22t13:42:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-12-22t14:00:00.000,nbo,hkjk,2023-12-22t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2023-12-22t13:42:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-12-22t15:45:00.000,dar,htda,2023-12-22t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,,,,,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2023-12-22t16:00:00.000,dza,fmcz,2023-12-22t17:00:00.000,air austral,uu,reu,7403,uu7403,reu7403,2023-12-22t14:32:00.000,2023-12-22t14:32:00.000,2023-12-22t14:32:00.000,2023-12-22t15:18:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2023-12-22t16:00:00.000,dza,fmcz,2023-12-22t17:00:00.000,ewa air,zd,ewr,303,zd303,ewr303,2023-12-22t14:32:00.000,2023-12-22t14:32:00.000,2023-12-22t14:32:00.000,2023-12-22t15:18:00.000,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-22t16:30:00.000,ajn,fmcv,2023-12-22t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-23t08:10:00.000,ajn,fmcv,2023-12-23t08:50:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,active,hah,fmch,2023-12-23t08:10:00.000,ajn,fmcv,2023-12-23t08:50:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-23t10:00:00.000,nwa,fmci,2023-12-23t10:25:00.000,empty,,,521,,,,,,,,,,,,,,,,,,,,,,
departure,unknown,hah,fmch,2023-12-23t10:30:00.000,dar,htda,2023-12-23t12:10:00.000,,h1,h1,1967,h11967,h11967,,,,,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,
departure,unknown,hah,fmch,2023-12-23t10:30:00.000,dar,htda,2023-12-23t12:10:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-23t12:50:00.000,dar,htda,2023-12-23t14:05:00.000,,h1,h1,3688,h13688,h13688,,,,,air tanzania,tc,atc,211,tc211,atc211,,2,,,,,,,,
departure,active,hah,fmch,2023-12-23t12:50:00.000,dar,htda,2023-12-23t14:05:00.000,air tanzania,tc,atc,211,tc211,atc211,,,,,,,,,,,,2,,,,,,,,
departure,active,hah,fmch,2023-12-23t14:00:00.000,nbo,hkjk,2023-12-23t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,2023-12-23t13:48:00.000,2023-12-23t13:48:00.000,2023-12-23t13:48:00.000,2023-12-23t15:35:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,1a,,,,,,,,
departure,active,hah,fmch,2023-12-23t14:00:00.000,nbo,hkjk,2023-12-23t16:10:00.000,air france,af,afr,8082,af8082,afr8082,2023-12-23t13:48:00.000,2023-12-23t13:48:00.000,2023-12-23t13:48:00.000,2023-12-23t15:35:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,1a,,,,,,,,
departure,active,hah,fmch,2023-12-23t14:00:00.000,nbo,hkjk,2023-12-23t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-12-23t13:48:00.000,2023-12-23t13:48:00.000,2023-12-23t13:48:00.000,2023-12-23t15:35:00.000,,,,,,,,1a,,,,,,,,
departure,active,hah,fmch,2023-12-23t15:45:00.000,dar,htda,2023-12-23t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2023-12-23t16:07:00.000,2023-12-23t16:07:00.000,2023-12-23t16:07:00.000,2023-12-23t17:11:00.000,,,,,,,,3,22.0,,,,6.0,,,
departure,active,hah,fmch,2023-12-23t15:45:00.000,dza,fmcz,2023-12-23t16:45:00.000,air austral,uu,reu,7403,uu7403,reu7403,2023-12-23t15:29:00.000,2023-12-23t15:29:00.000,2023-12-23t15:29:00.000,,ewa air,zd,ewr,303,zd303,ewr303,,,,2023-12-23t16:12:00.000,2023-12-23t16:12:00.000,2023-12-23t16:12:00.000,,,,
departure,active,hah,fmch,2023-12-23t15:45:00.000,dza,fmcz,2023-12-23t16:45:00.000,ewa air,zd,ewr,303,zd303,ewr303,2023-12-23t15:29:00.000,2023-12-23t15:29:00.000,2023-12-23t15:29:00.000,,,,,,,,,,,2023-12-23t16:12:00.000,2023-12-23t16:12:00.000,2023-12-23t16:12:00.000,,,,
departure,active,hah,fmch,2023-12-23t16:30:00.000,ajn,fmcv,2023-12-23t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-24t12:30:00.000,dza,fmcz,2023-12-24t13:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,2023-12-24t12:40:00.000,2023-12-24t12:40:00.000,2023-12-24t12:40:00.000,2023-12-24t13:27:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,11.0,,,,,,,
departure,active,hah,fmch,2023-12-24t12:30:00.000,dza,fmcz,2023-12-24t13:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,2023-12-24t12:40:00.000,2023-12-24t12:40:00.000,2023-12-24t12:40:00.000,2023-12-24t13:27:00.000,,,,,,,,,11.0,,,,,,,
departure,active,hah,fmch,2023-12-24t14:00:00.000,nbo,hkjk,2023-12-24t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-12-24t13:35:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-12-24t14:00:00.000,nbo,hkjk,2023-12-24t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-12-24t13:35:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-12-24t14:00:00.000,nbo,hkjk,2023-12-24t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2023-12-24t13:35:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-12-24t15:45:00.000,dar,htda,2023-12-24t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2023-12-24t16:16:00.000,2023-12-24t16:16:00.000,2023-12-24t16:16:00.000,2023-12-24t17:21:00.000,,,,,,,,3,32.0,,,,17.0,,,
departure,active,hah,fmch,2023-12-25t08:30:00.000,ajn,fmcv,2023-12-25t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-25t13:15:00.000,nwa,fmci,2023-12-25t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-25t15:45:00.000,dar,htda,2023-12-25t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2023-12-25t16:05:00.000,2023-12-25t16:05:00.000,2023-12-25t16:05:00.000,2023-12-25t17:11:00.000,,,,,,,,3,21.0,,,,6.0,,,
departure,active,hah,fmch,2023-12-25t16:00:00.000,dza,fmcz,2023-12-25t17:00:00.000,air austral,uu,reu,7403,uu7403,reu7403,2023-12-25t15:10:00.000,2023-12-25t15:10:00.000,2023-12-25t15:10:00.000,2023-12-25t15:54:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,2023-12-25t15:49:00.000,2023-12-25t15:49:00.000,2023-12-25t15:49:00.000,,,,
departure,active,hah,fmch,2023-12-25t16:00:00.000,dza,fmcz,2023-12-25t17:00:00.000,ewa air,zd,ewr,303,zd303,ewr303,2023-12-25t15:10:00.000,2023-12-25t15:10:00.000,2023-12-25t15:10:00.000,2023-12-25t15:54:00.000,,,,,,,,,,2023-12-25t15:49:00.000,2023-12-25t15:49:00.000,2023-12-25t15:49:00.000,,,,
departure,cancelled,hah,fmch,2023-12-26t02:15:00.000,nbo,hkjk,2023-12-26t04:45:00.000,klm,kl,klm,4219,kl4219,klm4219,,,,,kenya airways,kq,kqa,267,kq267,kqa267,,1a,,,,,,,,
departure,cancelled,hah,fmch,2023-12-26t02:15:00.000,nbo,hkjk,2023-12-26t04:45:00.000,kenya airways,kq,kqa,267,kq267,kqa267,,,,,,,,,,,,1a,,,,,,,,
departure,active,hah,fmch,2023-12-26t10:00:00.000,nwa,fmci,2023-12-26t10:25:00.000,empty,,,521,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-26t12:30:00.000,dza,fmcz,2023-12-26t13:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2023-12-26t12:30:00.000,dza,fmcz,2023-12-26t13:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-26t12:50:00.000,dar,htda,2023-12-26t14:05:00.000,,h1,h1,3688,h13688,h13688,2023-12-26t12:43:00.000,2023-12-26t12:43:00.000,2023-12-26t12:43:00.000,2023-12-26t13:47:00.000,air tanzania,tc,atc,211,tc211,atc211,2023-12-26t12:50:00.000,2,,,,,,,,
departure,active,hah,fmch,2023-12-26t12:50:00.000,dar,htda,2023-12-26t14:05:00.000,air tanzania,tc,atc,211,tc211,atc211,2023-12-26t12:43:00.000,2023-12-26t12:43:00.000,2023-12-26t12:43:00.000,2023-12-26t13:47:00.000,,,,,,,2023-12-26t12:50:00.000,2,,,,,,,,
departure,active,hah,fmch,2023-12-26t14:00:00.000,nbo,hkjk,2023-12-26t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,,1a,,,,,,,,
departure,active,hah,fmch,2023-12-26t14:00:00.000,nbo,hkjk,2023-12-26t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,,1a,,,,,,,,
departure,active,hah,fmch,2023-12-26t14:00:00.000,nbo,hkjk,2023-12-26t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,,1a,,,,,,,,
departure,active,hah,fmch,2023-12-26t15:45:00.000,dar,htda,2023-12-26t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2023-12-26t16:19:00.000,2023-12-26t16:19:00.000,2023-12-26t16:19:00.000,2023-12-26t17:21:00.000,,,,,,,,3,34.0,,,,17.0,,,
departure,active,hah,fmch,2023-12-27t08:30:00.000,ajn,fmcv,2023-12-27t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-27t10:50:00.000,run,fmee,2023-12-27t14:15:00.000,air france,af,afr,3255,af3255,afr3255,,,,,air austral,uu,reu,256,uu256,reu256,,,,,,,,,,
departure,active,hah,fmch,2023-12-27t10:50:00.000,run,fmee,2023-12-27t14:15:00.000,air austral,uu,reu,256,uu256,reu256,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-27t12:30:00.000,dza,fmcz,2023-12-27t13:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,2023-12-27t11:07:00.000,2023-12-27t11:07:00.000,2023-12-27t11:07:00.000,2023-12-27t11:53:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,2023-12-27t11:51:00.000,2023-12-27t11:51:00.000,2023-12-27t11:51:00.000,,,,
departure,active,hah,fmch,2023-12-27t12:30:00.000,dza,fmcz,2023-12-27t13:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,2023-12-27t11:07:00.000,2023-12-27t11:07:00.000,2023-12-27t11:07:00.000,2023-12-27t11:53:00.000,,,,,,,,,,2023-12-27t11:51:00.000,2023-12-27t11:51:00.000,2023-12-27t11:51:00.000,,,,
departure,active,hah,fmch,2023-12-27t13:15:00.000,nwa,fmci,2023-12-27t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-27t14:00:00.000,nbo,hkjk,2023-12-27t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-12-27t14:04:00.000,1a,4.0,,,,,,,
departure,active,hah,fmch,2023-12-27t14:00:00.000,nbo,hkjk,2023-12-27t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-12-27t14:04:00.000,1a,4.0,,,,,,,
departure,active,hah,fmch,2023-12-27t14:00:00.000,nbo,hkjk,2023-12-27t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2023-12-27t14:04:00.000,1a,4.0,,,,,,,
departure,active,hah,fmch,2023-12-27t15:45:00.000,dar,htda,2023-12-27t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2023-12-27t15:57:00.000,2023-12-27t15:57:00.000,2023-12-27t15:57:00.000,2023-12-27t17:05:00.000,,,,,,,,3,13.0,,,,1.0,,,
departure,active,hah,fmch,2023-12-27t16:30:00.000,ajn,fmcv,2023-12-27t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-28t08:30:00.000,ajn,fmcv,2023-12-28t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-28t12:50:00.000,dar,htda,2023-12-28t14:05:00.000,,h1,h1,3688,h13688,h13688,,,,,air tanzania,tc,atc,211,tc211,atc211,2023-12-28t12:50:00.000,2,,,,,,,,
departure,active,hah,fmch,2023-12-28t12:50:00.000,dar,htda,2023-12-28t14:05:00.000,air tanzania,tc,atc,211,tc211,atc211,,,,,,,,,,,2023-12-28t12:50:00.000,2,,,,,,,,
departure,unknown,hah,fmch,2023-12-28t14:10:00.000,ajn,fmcv,2023-12-28t14:50:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,unknown,hah,fmch,2023-12-28t14:10:00.000,ajn,fmcv,2023-12-28t14:50:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-28t15:45:00.000,dar,htda,2023-12-28t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,,,,,,,,,,,2023-12-28t15:45:00.000,3,,,,,,,,
departure,active,hah,fmch,2023-12-28t16:00:00.000,dza,fmcz,2023-12-28t17:00:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2023-12-28t16:00:00.000,dza,fmcz,2023-12-28t17:00:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-28t16:30:00.000,dar,htda,2023-12-28t18:10:00.000,,h1,h1,1967,h11967,h11967,,,,,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,
departure,active,hah,fmch,2023-12-28t16:30:00.000,dar,htda,2023-12-28t18:10:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-29t07:35:00.000,cai,heca,2023-12-29t13:35:00.000,etihad airways,ey,etd,4954,ey4954,etd4954,,,,,egyptair,ms,msr,841,ms841,msr841,,3,,,,,,,,
departure,active,hah,fmch,2023-12-29t07:35:00.000,cai,heca,2023-12-29t13:35:00.000,egyptair,ms,msr,841,ms841,msr841,,,,,,,,,,,,3,,,,,,,,
departure,active,hah,fmch,2023-12-29t08:30:00.000,ajn,fmcv,2023-12-29t09:00:00.000,empty,,,505,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-29t13:15:00.000,nwa,fmci,2023-12-29t13:40:00.000,empty,,,312,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-29t14:00:00.000,nbo,hkjk,2023-12-29t16:10:00.000,air france,af,afr,8082,af8082,afr8082,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-12-29t13:24:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-12-29t14:00:00.000,nbo,hkjk,2023-12-29t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,,,,,kenya airways,kq,kqa,265,kq265,kqa265,2023-12-29t13:24:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-12-29t14:00:00.000,nbo,hkjk,2023-12-29t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,,,,,,,,,,,2023-12-29t13:24:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-12-29t15:45:00.000,dar,htda,2023-12-29t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2023-12-29t16:04:00.000,2023-12-29t16:04:00.000,2023-12-29t16:04:00.000,2023-12-29t17:04:00.000,,,,,,,,3,19.0,,,,,,,
departure,active,hah,fmch,2023-12-29t16:00:00.000,dza,fmcz,2023-12-29t17:00:00.000,air austral,uu,reu,7403,uu7403,reu7403,,,,,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2023-12-29t16:00:00.000,dza,fmcz,2023-12-29t17:00:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-29t16:30:00.000,ajn,fmcv,2023-12-29t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-30t10:00:00.000,nwa,fmci,2023-12-30t10:25:00.000,empty,,,521,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-30t12:50:00.000,dar,htda,2023-12-30t14:05:00.000,,h1,h1,3688,h13688,h13688,2023-12-30t13:36:00.000,2023-12-30t13:36:00.000,2023-12-30t13:36:00.000,2023-12-30t14:29:00.000,air tanzania,tc,atc,211,tc211,atc211,,2,47.0,,,,24.0,,,
departure,active,hah,fmch,2023-12-30t12:50:00.000,dar,htda,2023-12-30t14:05:00.000,air tanzania,tc,atc,211,tc211,atc211,2023-12-30t13:36:00.000,2023-12-30t13:36:00.000,2023-12-30t13:36:00.000,2023-12-30t14:29:00.000,,,,,,,,2,47.0,,,,24.0,,,
departure,active,hah,fmch,2023-12-30t14:00:00.000,nbo,hkjk,2023-12-30t16:10:00.000,klm,kl,klm,4211,kl4211,klm4211,2023-12-30t13:40:00.000,2023-12-30t13:40:00.000,2023-12-30t13:40:00.000,2023-12-30t15:28:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-12-30t13:43:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-12-30t14:00:00.000,nbo,hkjk,2023-12-30t16:10:00.000,air france,af,afr,8082,af8082,afr8082,2023-12-30t13:40:00.000,2023-12-30t13:40:00.000,2023-12-30t13:40:00.000,2023-12-30t15:28:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-12-30t13:43:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-12-30t14:00:00.000,nbo,hkjk,2023-12-30t16:10:00.000,kenya airways,kq,kqa,265,kq265,kqa265,2023-12-30t13:40:00.000,2023-12-30t13:40:00.000,2023-12-30t13:40:00.000,2023-12-30t15:28:00.000,,,,,,,2023-12-30t13:43:00.000,1a,,,,,,,,
departure,active,hah,fmch,2023-12-30t14:10:00.000,ajn,fmcv,2023-12-30t14:50:00.000,,h1,h1,1966,h11966,h11966,,,,,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,
departure,active,hah,fmch,2023-12-30t14:10:00.000,ajn,fmcv,2023-12-30t14:50:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-30t15:45:00.000,dza,fmcz,2023-12-30t16:45:00.000,air austral,uu,reu,7403,uu7403,reu7403,2023-12-30t16:01:00.000,2023-12-30t16:01:00.000,2023-12-30t16:01:00.000,2023-12-30t16:46:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,17.0,,,,1.0,,,
departure,active,hah,fmch,2023-12-30t15:45:00.000,dza,fmcz,2023-12-30t16:45:00.000,ewa air,zd,ewr,303,zd303,ewr303,2023-12-30t16:01:00.000,2023-12-30t16:01:00.000,2023-12-30t16:01:00.000,2023-12-30t16:46:00.000,,,,,,,,,17.0,,,,1.0,,,
departure,active,hah,fmch,2023-12-30t15:45:00.000,dar,htda,2023-12-30t17:05:00.000,ethiopian airlines,et,eth,864,et864,eth864,2023-12-30t16:18:00.000,2023-12-30t16:18:00.000,2023-12-30t16:18:00.000,2023-12-30t17:19:00.000,,,,,,,,3,33.0,,,,15.0,,,
departure,active,hah,fmch,2023-12-30t16:30:00.000,dar,htda,2023-12-30t18:10:00.000,,h1,h1,1967,h11967,h11967,,,,,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,
departure,active,hah,fmch,2023-12-30t16:30:00.000,dar,htda,2023-12-30t18:10:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-30t16:30:00.000,ajn,fmcv,2023-12-30t17:00:00.000,empty,,,509,,,,,,,,,,,,,,,,,,,,,,
departure,active,hah,fmch,2023-12-31t12:30:00.000,dza,fmcz,2023-12-31t13:30:00.000,air austral,uu,reu,7403,uu7403,reu7403,2023-12-31t12:20:00.000,2023-12-31t12:20:00.000,2023-12-31t12:20:00.000,2023-12-31t13:08:00.000,ewa air,zd,ewr,303,zd303,ewr303,,,,,,,,,,
departure,active,hah,fmch,2023-12-31t12:30:00.000,dza,fmcz,2023-12-31t13:30:00.000,ewa air,zd,ewr,303,zd303,ewr303,2023-12-31t12:20:00.000,2023-12-31t12:20:00.000,2023-12-31t12:20:00.000,2023-12-31t13:08:00.000,,,,,,,,,,,,,,,,
