type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,departure.terminal,departure.delay,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,departure.gate,error
arrival,landed,nbo,hkjk,2024-07-15t22:45:00.000,hah,fmch,2024-07-16t01:15:00.000,air france,af,afr,5516,af5516,afr5516,kenya airways,kq,kqa,266,kq266,kqa266,1a,36.0,2024-07-15t22:45:00.000,2024-07-15t23:20:00.000,2024-07-15t23:20:00.000,2024-07-15t23:20:00.000,2024-07-16t01:11:00.000,2024-07-16t01:12:00.000,2024-07-16t01:12:00.000,2024-07-16t01:12:00.000,,,
arrival,landed,nbo,hkjk,2024-07-15t22:45:00.000,hah,fmch,2024-07-16t01:15:00.000,klm,kl,klm,4154,kl4154,klm4154,kenya airways,kq,kqa,266,kq266,kqa266,1a,36.0,2024-07-15t22:45:00.000,2024-07-15t23:20:00.000,2024-07-15t23:20:00.000,2024-07-15t23:20:00.000,2024-07-16t01:11:00.000,2024-07-16t01:12:00.000,2024-07-16t01:12:00.000,2024-07-16t01:12:00.000,,,
arrival,landed,nbo,hkjk,2024-07-15t22:45:00.000,hah,fmch,2024-07-16t01:15:00.000,kenya airways,kq,kqa,266,kq266,kqa266,,,,,,,1a,36.0,2024-07-15t22:45:00.000,2024-07-15t23:20:00.000,2024-07-15t23:20:00.000,2024-07-15t23:20:00.000,2024-07-16t01:11:00.000,2024-07-16t01:12:00.000,2024-07-16t01:12:00.000,2024-07-16t01:12:00.000,,,
arrival,landed,dar,htda,2024-07-16t10:40:00.000,hah,fmch,2024-07-16t11:55:00.000,,h1,h1,3656,h13656,h13656,air tanzania,tc,atc,210,tc210,atc210,3,35.0,2024-07-16t10:40:00.000,2024-07-16t11:14:00.000,2024-07-16t11:14:00.000,2024-07-16t11:14:00.000,2024-07-16t12:21:00.000,2024-07-16t12:18:00.000,2024-07-16t12:18:00.000,2024-07-16t12:18:00.000,24.0,,
arrival,landed,dar,htda,2024-07-16t10:40:00.000,hah,fmch,2024-07-16t11:55:00.000,air tanzania,tc,atc,210,tc210,atc210,,,,,,,3,35.0,2024-07-16t10:40:00.000,2024-07-16t11:14:00.000,2024-07-16t11:14:00.000,2024-07-16t11:14:00.000,2024-07-16t12:21:00.000,2024-07-16t12:18:00.000,2024-07-16t12:18:00.000,2024-07-16t12:18:00.000,24.0,,
arrival,landed,nbo,hkjk,2024-07-16t10:30:00.000,hah,fmch,2024-07-16t13:00:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,29.0,2024-07-16t10:46:00.000,2024-07-16t10:58:00.000,2024-07-16t10:58:00.000,2024-07-16t10:58:00.000,2024-07-16t12:53:00.000,2024-07-16t12:55:00.000,2024-07-16t12:55:00.000,2024-07-16t12:55:00.000,,,
arrival,landed,nbo,hkjk,2024-07-16t10:30:00.000,hah,fmch,2024-07-16t13:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,29.0,2024-07-16t10:46:00.000,2024-07-16t10:58:00.000,2024-07-16t10:58:00.000,2024-07-16t10:58:00.000,2024-07-16t12:53:00.000,2024-07-16t12:55:00.000,2024-07-16t12:55:00.000,2024-07-16t12:55:00.000,,,
arrival,landed,add,haab,2024-07-16t10:00:00.000,hah,fmch,2024-07-16t13:50:00.000,ethiopian airlines,et,eth,825,et825,eth825,,,,,,,2,62.0,2024-07-16t10:00:00.000,2024-07-16t11:01:00.000,2024-07-16t11:01:00.000,2024-07-16t11:01:00.000,2024-07-16t13:54:00.000,2024-07-16t14:01:00.000,2024-07-16t14:01:00.000,2024-07-16t14:01:00.000,12.0,b1,
arrival,cancelled,run,fmee,2024-07-17t07:10:00.000,hah,fmch,2024-07-17t08:45:00.000,air france,af,afr,3250,af3250,afr3250,air austral,uu,reu,255,uu255,reu255,,,,,,,,,,,,,
arrival,cancelled,run,fmee,2024-07-17t07:10:00.000,hah,fmch,2024-07-17t08:45:00.000,air austral,uu,reu,255,uu255,reu255,,,,,,,,,,,,,,,,,,,
arrival,landed,dza,fmcz,2024-07-17t10:00:00.000,hah,fmch,2024-07-17t11:00:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,10.0,,2024-07-17t10:10:00.000,2024-07-17t10:10:00.000,2024-07-17t10:10:00.000,2024-07-17t10:55:00.000,2024-07-17t10:55:00.000,2024-07-17t10:55:00.000,2024-07-17t10:55:00.000,,,
arrival,landed,dza,fmcz,2024-07-17t10:00:00.000,hah,fmch,2024-07-17t11:00:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,10.0,,2024-07-17t10:10:00.000,2024-07-17t10:10:00.000,2024-07-17t10:10:00.000,2024-07-17t10:55:00.000,2024-07-17t10:55:00.000,2024-07-17t10:55:00.000,2024-07-17t10:55:00.000,,,
arrival,landed,add,haab,2024-07-17t10:00:00.000,hah,fmch,2024-07-17t13:50:00.000,ethiopian airlines,et,eth,825,et825,eth825,,,,,,,2,38.0,,2024-07-17t10:38:00.000,2024-07-17t10:38:00.000,2024-07-17t10:38:00.000,2024-07-17t13:35:00.000,2024-07-17t13:38:00.000,2024-07-17t13:38:00.000,2024-07-17t13:38:00.000,,b4,
arrival,unknown,dar,htda,2024-07-17t12:10:00.000,hah,fmch,2024-07-17t14:10:00.000,,h1,h1,1966,h11966,h11966,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,
arrival,unknown,dar,htda,2024-07-17t12:10:00.000,hah,fmch,2024-07-17t14:10:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,
arrival,landed,nbo,hkjk,2024-07-17t11:50:00.000,hah,fmch,2024-07-17t14:20:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,57.0,2024-07-17t11:50:00.000,2024-07-17t12:47:00.000,2024-07-17t12:47:00.000,2024-07-17t12:47:00.000,2024-07-17t14:40:00.000,,,,21.0,,
arrival,landed,nbo,hkjk,2024-07-17t11:50:00.000,hah,fmch,2024-07-17t14:20:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,57.0,2024-07-17t11:50:00.000,2024-07-17t12:47:00.000,2024-07-17t12:47:00.000,2024-07-17t12:47:00.000,2024-07-17t14:40:00.000,,,,21.0,,
arrival,unknown,ajn,fmcv,2024-07-17t15:45:00.000,hah,fmch,2024-07-17t16:25:00.000,,h1,h1,1967,h11967,h11967,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-07-17t15:45:00.000,hah,fmch,2024-07-17t16:25:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-07-18t10:40:00.000,hah,fmch,2024-07-18t11:55:00.000,,h1,h1,3656,h13656,h13656,air tanzania,tc,atc,210,tc210,atc210,3,28.0,,2024-07-18t11:07:00.000,2024-07-18t11:07:00.000,2024-07-18t11:07:00.000,2024-07-18t12:19:00.000,2024-07-18t12:07:00.000,2024-07-18t12:07:00.000,2024-07-18t12:07:00.000,12.0,,
arrival,landed,dar,htda,2024-07-18t10:40:00.000,hah,fmch,2024-07-18t11:55:00.000,air tanzania,tc,atc,210,tc210,atc210,,,,,,,3,28.0,,2024-07-18t11:07:00.000,2024-07-18t11:07:00.000,2024-07-18t11:07:00.000,2024-07-18t12:19:00.000,2024-07-18t12:07:00.000,2024-07-18t12:07:00.000,2024-07-18t12:07:00.000,12.0,,
arrival,unknown,dza,fmcz,2024-07-18t11:30:00.000,hah,fmch,2024-07-18t12:30:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,,,,
arrival,unknown,dza,fmcz,2024-07-18t11:30:00.000,hah,fmch,2024-07-18t12:30:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,,,,,,,,,,,,
arrival,landed,add,haab,2024-07-18t10:00:00.000,hah,fmch,2024-07-18t13:50:00.000,ethiopian airlines,et,eth,825,et825,eth825,,,,,,,2,99.0,,2024-07-18t11:39:00.000,2024-07-18t11:39:00.000,2024-07-18t11:39:00.000,2024-07-18t14:37:00.000,,,,47.0,a15,
arrival,landed,nbo,hkjk,2024-07-18t22:45:00.000,hah,fmch,2024-07-19t01:15:00.000,air france,af,afr,5516,af5516,afr5516,kenya airways,kq,kqa,266,kq266,kqa266,1a,10.0,2024-07-18t22:45:00.000,2024-07-18t22:54:00.000,2024-07-18t22:54:00.000,2024-07-18t22:54:00.000,2024-07-19t00:47:00.000,2024-07-19t00:51:00.000,2024-07-19t00:51:00.000,2024-07-19t00:51:00.000,,,
arrival,landed,nbo,hkjk,2024-07-18t22:45:00.000,hah,fmch,2024-07-19t01:15:00.000,klm,kl,klm,4154,kl4154,klm4154,kenya airways,kq,kqa,266,kq266,kqa266,1a,10.0,2024-07-18t22:45:00.000,2024-07-18t22:54:00.000,2024-07-18t22:54:00.000,2024-07-18t22:54:00.000,2024-07-19t00:47:00.000,2024-07-19t00:51:00.000,2024-07-19t00:51:00.000,2024-07-19t00:51:00.000,,,
arrival,landed,nbo,hkjk,2024-07-18t22:45:00.000,hah,fmch,2024-07-19t01:15:00.000,kenya airways,kq,kqa,266,kq266,kqa266,,,,,,,1a,10.0,2024-07-18t22:45:00.000,2024-07-18t22:54:00.000,2024-07-18t22:54:00.000,2024-07-18t22:54:00.000,2024-07-19t00:47:00.000,2024-07-19t00:51:00.000,2024-07-19t00:51:00.000,2024-07-19t00:51:00.000,,,
arrival,unknown,dar,htda,2024-07-19t04:50:00.000,hah,fmch,2024-07-19t06:10:00.000,etihad airways,ey,etd,4954,ey4954,etd4954,egyptair,ms,msr,841,ms841,msr841,3,,2024-07-19t04:50:00.000,,,,,,,,,,
arrival,unknown,dar,htda,2024-07-19t04:50:00.000,hah,fmch,2024-07-19t06:10:00.000,egyptair,ms,msr,841,ms841,msr841,,,,,,,3,,2024-07-19t04:50:00.000,,,,,,,,,,
arrival,landed,dza,fmcz,2024-07-19t10:00:00.000,hah,fmch,2024-07-19t11:00:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,25.0,,2024-07-19t10:24:00.000,2024-07-19t10:24:00.000,2024-07-19t10:24:00.000,2024-07-19t11:10:00.000,2024-07-19t11:11:00.000,2024-07-19t11:11:00.000,2024-07-19t11:11:00.000,12.0,,
arrival,landed,dza,fmcz,2024-07-19t10:00:00.000,hah,fmch,2024-07-19t11:00:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,25.0,,2024-07-19t10:24:00.000,2024-07-19t10:24:00.000,2024-07-19t10:24:00.000,2024-07-19t11:10:00.000,2024-07-19t11:11:00.000,2024-07-19t11:11:00.000,2024-07-19t11:11:00.000,12.0,,
arrival,landed,add,haab,2024-07-19t10:00:00.000,hah,fmch,2024-07-19t13:50:00.000,ethiopian airlines,et,eth,825,et825,eth825,,,,,,,2,33.0,2024-07-19t10:02:00.000,2024-07-19t10:32:00.000,2024-07-19t10:32:00.000,2024-07-19t10:32:00.000,2024-07-19t13:27:00.000,2024-07-19t13:38:00.000,2024-07-19t13:38:00.000,2024-07-19t13:38:00.000,,a14,
arrival,unknown,dar,htda,2024-07-19t12:10:00.000,hah,fmch,2024-07-19t14:10:00.000,,h1,h1,1966,h11966,h11966,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,
arrival,unknown,dar,htda,2024-07-19t12:10:00.000,hah,fmch,2024-07-19t14:10:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,
arrival,landed,nbo,hkjk,2024-07-19t11:50:00.000,hah,fmch,2024-07-19t14:20:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,122.0,2024-07-19t13:35:00.000,2024-07-19t13:51:00.000,2024-07-19t13:51:00.000,2024-07-19t13:51:00.000,2024-07-19t15:41:00.000,,,,82.0,,
arrival,landed,nbo,hkjk,2024-07-19t11:50:00.000,hah,fmch,2024-07-19t14:20:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,122.0,2024-07-19t13:35:00.000,2024-07-19t13:51:00.000,2024-07-19t13:51:00.000,2024-07-19t13:51:00.000,2024-07-19t15:41:00.000,,,,82.0,,
arrival,landed,dza,fmcz,2024-07-19t14:30:00.000,hah,fmch,2024-07-19t15:30:00.000,air austral,uu,reu,7404,uu7404,reu7404,ewa air,zd,ewr,304,zd304,ewr304,,36.0,2024-07-19t14:30:00.000,2024-07-19t15:06:00.000,2024-07-19t15:06:00.000,2024-07-19t15:06:00.000,2024-07-19t15:52:00.000,,,,22.0,,
arrival,landed,dza,fmcz,2024-07-19t14:30:00.000,hah,fmch,2024-07-19t15:30:00.000,ewa air,zd,ewr,304,zd304,ewr304,,,,,,,,36.0,2024-07-19t14:30:00.000,2024-07-19t15:06:00.000,2024-07-19t15:06:00.000,2024-07-19t15:06:00.000,2024-07-19t15:52:00.000,,,,22.0,,
arrival,unknown,ajn,fmcv,2024-07-19t15:45:00.000,hah,fmch,2024-07-19t16:25:00.000,,h1,h1,1967,h11967,h11967,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-07-19t15:45:00.000,hah,fmch,2024-07-19t16:25:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,
arrival,landed,dar,htda,2024-07-20t10:40:00.000,hah,fmch,2024-07-20t11:55:00.000,,h1,h1,3656,h13656,h13656,air tanzania,tc,atc,210,tc210,atc210,3,23.0,2024-07-20t10:40:00.000,2024-07-20t11:02:00.000,2024-07-20t11:02:00.000,2024-07-20t11:02:00.000,2024-07-20t12:06:00.000,2024-07-20t12:09:00.000,2024-07-20t12:09:00.000,2024-07-20t12:09:00.000,15.0,,
arrival,landed,dar,htda,2024-07-20t10:40:00.000,hah,fmch,2024-07-20t11:55:00.000,air tanzania,tc,atc,210,tc210,atc210,,,,,,,3,23.0,2024-07-20t10:40:00.000,2024-07-20t11:02:00.000,2024-07-20t11:02:00.000,2024-07-20t11:02:00.000,2024-07-20t12:06:00.000,2024-07-20t12:09:00.000,2024-07-20t12:09:00.000,2024-07-20t12:09:00.000,15.0,,
arrival,unknown,nbo,hkjk,2024-07-20t11:00:00.000,hah,fmch,2024-07-20t13:30:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,15.0,2024-07-20t11:00:00.000,2024-07-20t11:15:00.000,2024-07-20t11:15:00.000,2024-07-20t11:15:00.000,2024-07-20t13:10:00.000,,,,,,
arrival,unknown,nbo,hkjk,2024-07-20t11:00:00.000,hah,fmch,2024-07-20t13:30:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,15.0,2024-07-20t11:00:00.000,2024-07-20t11:15:00.000,2024-07-20t11:15:00.000,2024-07-20t11:15:00.000,2024-07-20t13:10:00.000,,,,,,
arrival,landed,add,haab,2024-07-20t10:00:00.000,hah,fmch,2024-07-20t13:50:00.000,ethiopian airlines,et,eth,825,et825,eth825,,,,,,,2,49.0,,2024-07-20t10:49:00.000,2024-07-20t10:49:00.000,2024-07-20t10:49:00.000,2024-07-20t13:51:00.000,2024-07-20t13:51:00.000,2024-07-20t13:51:00.000,2024-07-20t13:51:00.000,2.0,b6,
arrival,landed,dza,fmcz,2024-07-20t14:15:00.000,hah,fmch,2024-07-20t15:15:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,30.0,,2024-07-20t14:45:00.000,2024-07-20t14:45:00.000,2024-07-20t14:45:00.000,,2024-07-20t15:35:00.000,2024-07-20t15:35:00.000,2024-07-20t15:35:00.000,21.0,,
arrival,landed,dza,fmcz,2024-07-20t14:15:00.000,hah,fmch,2024-07-20t15:15:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,30.0,,2024-07-20t14:45:00.000,2024-07-20t14:45:00.000,2024-07-20t14:45:00.000,,2024-07-20t15:35:00.000,2024-07-20t15:35:00.000,2024-07-20t15:35:00.000,21.0,,
arrival,cancelled,run,fmee,2024-07-20t15:15:00.000,hah,fmch,2024-07-20t16:50:00.000,air france,af,afr,3250,af3250,afr3250,air austral,uu,reu,255,uu255,reu255,,,,,,,,,,,,,
arrival,cancelled,run,fmee,2024-07-20t15:15:00.000,hah,fmch,2024-07-20t16:50:00.000,air austral,uu,reu,255,uu255,reu255,,,,,,,,,,,,,,,,,,,
arrival,landed,dza,fmcz,2024-07-21t09:30:00.000,hah,fmch,2024-07-21t10:30:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,8.0,,2024-07-21t09:37:00.000,2024-07-21t09:37:00.000,2024-07-21t09:37:00.000,2024-07-21t10:23:00.000,2024-07-21t10:23:00.000,2024-07-21t10:23:00.000,2024-07-21t10:23:00.000,,,
arrival,landed,dza,fmcz,2024-07-21t09:30:00.000,hah,fmch,2024-07-21t10:30:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,8.0,,2024-07-21t09:37:00.000,2024-07-21t09:37:00.000,2024-07-21t09:37:00.000,2024-07-21t10:23:00.000,2024-07-21t10:23:00.000,2024-07-21t10:23:00.000,2024-07-21t10:23:00.000,,,
arrival,landed,add,haab,2024-07-21t10:00:00.000,hah,fmch,2024-07-21t13:50:00.000,ethiopian airlines,et,eth,825,et825,eth825,,,,,,,2,28.0,2024-07-21t10:05:00.000,2024-07-21t10:28:00.000,2024-07-21t10:28:00.000,2024-07-21t10:28:00.000,2024-07-21t13:22:00.000,2024-07-21t13:22:00.000,2024-07-21t13:22:00.000,2024-07-21t13:22:00.000,,a14,
arrival,landed,nbo,hkjk,2024-07-21t11:30:00.000,hah,fmch,2024-07-21t14:00:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,5.0,2024-07-21t11:30:00.000,2024-07-21t11:35:00.000,2024-07-21t11:35:00.000,2024-07-21t11:35:00.000,2024-07-21t13:29:00.000,2024-07-21t13:32:00.000,2024-07-21t13:32:00.000,2024-07-21t13:32:00.000,,,
arrival,landed,nbo,hkjk,2024-07-21t11:30:00.000,hah,fmch,2024-07-21t14:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,5.0,2024-07-21t11:30:00.000,2024-07-21t11:35:00.000,2024-07-21t11:35:00.000,2024-07-21t11:35:00.000,2024-07-21t13:29:00.000,2024-07-21t13:32:00.000,2024-07-21t13:32:00.000,2024-07-21t13:32:00.000,,,
arrival,unknown,dar,htda,2024-07-21t12:10:00.000,hah,fmch,2024-07-21t14:10:00.000,,h1,h1,1966,h11966,h11966,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,
arrival,unknown,dar,htda,2024-07-21t12:10:00.000,hah,fmch,2024-07-21t14:10:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-07-21t15:45:00.000,hah,fmch,2024-07-21t16:25:00.000,,h1,h1,1967,h11967,h11967,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,
arrival,unknown,ajn,fmcv,2024-07-21t15:45:00.000,hah,fmch,2024-07-21t16:25:00.000,precision air,pw,prf,643,pw643,prf643,,,,,,,,,,,,,,,,,,,
arrival,landed,dza,fmcz,2024-07-22t10:15:00.000,hah,fmch,2024-07-22t11:15:00.000,air austral,uu,reu,7404,uu7404,reu7404,ewa air,zd,ewr,304,zd304,ewr304,,4.0,,2024-07-22t10:19:00.000,2024-07-22t10:19:00.000,2024-07-22t10:19:00.000,,2024-07-22t11:04:00.000,2024-07-22t11:04:00.000,2024-07-22t11:04:00.000,,,
arrival,landed,dza,fmcz,2024-07-22t10:15:00.000,hah,fmch,2024-07-22t11:15:00.000,ewa air,zd,ewr,304,zd304,ewr304,,,,,,,,4.0,,2024-07-22t10:19:00.000,2024-07-22t10:19:00.000,2024-07-22t10:19:00.000,,2024-07-22t11:04:00.000,2024-07-22t11:04:00.000,2024-07-22t11:04:00.000,,,
arrival,landed,dar,htda,2024-07-22t13:25:00.000,hah,fmch,2024-07-22t14:45:00.000,ethiopian airlines,et,eth,865,et865,eth865,,,,,,,3,2.0,,2024-07-22t13:27:00.000,2024-07-22t13:27:00.000,2024-07-22t13:27:00.000,2024-07-22t14:36:00.000,2024-07-22t14:37:00.000,2024-07-22t14:37:00.000,2024-07-22t14:37:00.000,,c5,
arrival,landed,dza,fmcz,2024-07-22t13:45:00.000,hah,fmch,2024-07-22t14:45:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,17.0,,2024-07-22t14:01:00.000,2024-07-22t14:01:00.000,2024-07-22t14:01:00.000,2024-07-22t14:46:00.000,2024-07-22t14:52:00.000,2024-07-22t14:52:00.000,2024-07-22t14:52:00.000,8.0,,
arrival,landed,dza,fmcz,2024-07-22t13:45:00.000,hah,fmch,2024-07-22t14:45:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,17.0,,2024-07-22t14:01:00.000,2024-07-22t14:01:00.000,2024-07-22t14:01:00.000,2024-07-22t14:46:00.000,2024-07-22t14:52:00.000,2024-07-22t14:52:00.000,2024-07-22t14:52:00.000,8.0,,
arrival,landed,nbo,hkjk,2024-07-22t22:45:00.000,hah,fmch,2024-07-23t01:15:00.000,air france,af,afr,5516,af5516,afr5516,kenya airways,kq,kqa,266,kq266,kqa266,1a,18.0,2024-07-22t23:04:00.000,2024-07-22t23:02:00.000,2024-07-22t23:02:00.000,2024-07-22t23:02:00.000,2024-07-23t01:05:00.000,2024-07-23t00:58:00.000,2024-07-23t00:58:00.000,2024-07-23t00:58:00.000,,,
arrival,landed,nbo,hkjk,2024-07-22t22:45:00.000,hah,fmch,2024-07-23t01:15:00.000,klm,kl,klm,4154,kl4154,klm4154,kenya airways,kq,kqa,266,kq266,kqa266,1a,18.0,2024-07-22t23:04:00.000,2024-07-22t23:02:00.000,2024-07-22t23:02:00.000,2024-07-22t23:02:00.000,2024-07-23t01:05:00.000,2024-07-23t00:58:00.000,2024-07-23t00:58:00.000,2024-07-23t00:58:00.000,,,
arrival,landed,nbo,hkjk,2024-07-22t22:45:00.000,hah,fmch,2024-07-23t01:15:00.000,kenya airways,kq,kqa,266,kq266,kqa266,,,,,,,1a,18.0,2024-07-22t23:04:00.000,2024-07-22t23:02:00.000,2024-07-22t23:02:00.000,2024-07-22t23:02:00.000,2024-07-23t01:05:00.000,2024-07-23t00:58:00.000,2024-07-23t00:58:00.000,2024-07-23t00:58:00.000,,,
arrival,landed,dar,htda,2024-07-23t10:40:00.000,hah,fmch,2024-07-23t11:55:00.000,,h1,h1,3656,h13656,h13656,air tanzania,tc,atc,210,tc210,atc210,3,29.0,2024-07-23t10:40:00.000,2024-07-23t11:08:00.000,2024-07-23t11:08:00.000,2024-07-23t11:08:00.000,2024-07-23t12:12:00.000,2024-07-23t12:13:00.000,2024-07-23t12:13:00.000,2024-07-23t12:13:00.000,18.0,,
arrival,landed,dar,htda,2024-07-23t10:40:00.000,hah,fmch,2024-07-23t11:55:00.000,air tanzania,tc,atc,210,tc210,atc210,,,,,,,3,29.0,2024-07-23t10:40:00.000,2024-07-23t11:08:00.000,2024-07-23t11:08:00.000,2024-07-23t11:08:00.000,2024-07-23t12:12:00.000,2024-07-23t12:13:00.000,2024-07-23t12:13:00.000,2024-07-23t12:13:00.000,18.0,,
arrival,landed,nbo,hkjk,2024-07-23t10:30:00.000,hah,fmch,2024-07-23t13:00:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,21.0,2024-07-23t10:31:00.000,2024-07-23t10:50:00.000,2024-07-23t10:50:00.000,2024-07-23t10:50:00.000,2024-07-23t12:56:00.000,2024-07-23t12:50:00.000,2024-07-23t12:50:00.000,2024-07-23t12:50:00.000,,,
arrival,landed,nbo,hkjk,2024-07-23t10:30:00.000,hah,fmch,2024-07-23t13:00:00.000,kenya airways,kq,kqa,264,kq264,kqa264,,,,,,,1a,21.0,2024-07-23t10:31:00.000,2024-07-23t10:50:00.000,2024-07-23t10:50:00.000,2024-07-23t10:50:00.000,2024-07-23t12:56:00.000,2024-07-23t12:50:00.000,2024-07-23t12:50:00.000,2024-07-23t12:50:00.000,,,
arrival,landed,add,haab,2024-07-23t10:00:00.000,hah,fmch,2024-07-23t13:50:00.000,ethiopian airlines,et,eth,825,et825,eth825,,,,,,,2,24.0,,2024-07-23t10:23:00.000,2024-07-23t10:23:00.000,2024-07-23t10:23:00.000,2024-07-23t13:17:00.000,2024-07-23t13:17:00.000,2024-07-23t13:17:00.000,2024-07-23t13:17:00.000,,b3,
arrival,cancelled,run,fmee,2024-07-24t07:10:00.000,hah,fmch,2024-07-24t08:45:00.000,air france,af,afr,3250,af3250,afr3250,air austral,uu,reu,255,uu255,reu255,,,,,,,,,,,,,
arrival,cancelled,run,fmee,2024-07-24t07:10:00.000,hah,fmch,2024-07-24t08:45:00.000,air austral,uu,reu,255,uu255,reu255,,,,,,,,,,,,,,,,,,,
arrival,landed,dza,fmcz,2024-07-24t10:00:00.000,hah,fmch,2024-07-24t11:00:00.000,air austral,uu,reu,7402,uu7402,reu7402,ewa air,zd,ewr,302,zd302,ewr302,,13.0,,2024-07-24t10:13:00.000,2024-07-24t10:13:00.000,2024-07-24t10:13:00.000,2024-07-24t11:00:00.000,2024-07-24t11:06:00.000,2024-07-24t11:06:00.000,2024-07-24t11:06:00.000,6.0,,
arrival,landed,dza,fmcz,2024-07-24t10:00:00.000,hah,fmch,2024-07-24t11:00:00.000,ewa air,zd,ewr,302,zd302,ewr302,,,,,,,,13.0,,2024-07-24t10:13:00.000,2024-07-24t10:13:00.000,2024-07-24t10:13:00.000,2024-07-24t11:00:00.000,2024-07-24t11:06:00.000,2024-07-24t11:06:00.000,2024-07-24t11:06:00.000,6.0,,
arrival,landed,add,haab,2024-07-24t10:00:00.000,hah,fmch,2024-07-24t13:50:00.000,ethiopian airlines,et,eth,825,et825,eth825,,,,,,,2,35.0,2024-07-24t10:04:00.000,2024-07-24t10:34:00.000,2024-07-24t10:34:00.000,2024-07-24t10:34:00.000,2024-07-24t13:27:00.000,2024-07-24t13:35:00.000,2024-07-24t13:35:00.000,2024-07-24t13:35:00.000,,a14,
arrival,unknown,dar,htda,2024-07-24t12:10:00.000,hah,fmch,2024-07-24t14:10:00.000,,h1,h1,1966,h11966,h11966,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,
arrival,unknown,dar,htda,2024-07-24t12:10:00.000,hah,fmch,2024-07-24t14:10:00.000,precision air,pw,prf,642,pw642,prf642,,,,,,,,,,,,,,,,,,,
arrival,landed,nbo,hkjk,2024-07-24t11:50:00.000,hah,fmch,2024-07-24t14:20:00.000,klm,kl,klm,4210,kl4210,klm4210,kenya airways,kq,kqa,264,kq264,kqa264,1a,48.0,2024-07-24t11:50:00.000,2024-07-24t12:38:00.000,2024-07-24t12:38:00.000,2024-07-24t12:38:00.000,2024-07-24t14:35:00.000,,,,15.0,,
