type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.delay,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,departure.estimatedTime,arrival.baggage,arrival.gate,error
departure,active,vca,vvct,2024-06-06t11:35:00.000,2024-06-06t11:40:00.000,2024-06-06t11:40:00.000,2024-06-06t11:40:00.000,dad,vvdn,1,2024-06-06t13:05:00.000,2024-06-06t12:49:00.000,vietjet air,vj,vjc,702,vj702,vjc702,5.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-06t14:10:00.000,2024-06-06t14:42:00.000,2024-06-06t14:42:00.000,2024-06-06t14:42:00.000,han,vvnb,t1,2024-06-06t16:20:00.000,2024-06-06t16:33:00.000,vietnam airlines,vn,hvn,1202,vn1202,hvn1202,32.0,,,,,,,,,,14.0,,,,
departure,active,vca,vvct,2024-06-06t14:20:00.000,2024-06-06t14:20:00.000,2024-06-06t14:20:00.000,2024-06-06t14:20:00.000,vcs,vvcs,,2024-06-06t15:20:00.000,,vasco,0v,vfc,8070,0v8070,vfc8070,1.0,,,,,,,2024-06-06t15:00:00.000,2024-06-06t15:00:00.000,2024-06-06t15:00:00.000,,,,,
departure,active,vca,vvct,2024-06-06t14:45:00.000,,,,dad,vvdn,1,2024-06-06t16:15:00.000,,,a1,a1,2700,a12700,a12700,,vietjet air,vj,vjc,700,vj700,vjc700,,,,,,,,
departure,active,vca,vvct,2024-06-06t14:45:00.000,,,,dad,vvdn,1,2024-06-06t16:15:00.000,,flexflight,w2,fxt,4700,w24700,fxt4700,,vietjet air,vj,vjc,700,vj700,vjc700,,,,,,,,
departure,active,vca,vvct,2024-06-06t14:45:00.000,,,,dad,vvdn,1,2024-06-06t16:15:00.000,,vietjet air,vj,vjc,700,vj700,vjc700,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-06t15:50:00.000,2024-06-06t16:17:00.000,2024-06-06t16:17:00.000,2024-06-06t16:17:00.000,hph,vvci,,2024-06-06t17:55:00.000,2024-06-06t18:05:00.000,,a1,a1,2488,a12488,a12488,27.0,vietjet air,vj,vjc,488,vj488,vjc488,,,,11.0,,,,
departure,active,vca,vvct,2024-06-06t15:50:00.000,2024-06-06t16:17:00.000,2024-06-06t16:17:00.000,2024-06-06t16:17:00.000,hph,vvci,,2024-06-06t17:55:00.000,2024-06-06t18:05:00.000,flexflight,w2,fxt,4488,w24488,fxt4488,27.0,vietjet air,vj,vjc,488,vj488,vjc488,,,,11.0,,,,
departure,active,vca,vvct,2024-06-06t15:50:00.000,2024-06-06t16:17:00.000,2024-06-06t16:17:00.000,2024-06-06t16:17:00.000,hph,vvci,,2024-06-06t17:55:00.000,2024-06-06t18:05:00.000,,h1,h1,4388,h14388,h14388,27.0,vietjet air,vj,vjc,488,vj488,vjc488,,,,11.0,,,,
departure,active,vca,vvct,2024-06-06t15:50:00.000,2024-06-06t16:17:00.000,2024-06-06t16:17:00.000,2024-06-06t16:17:00.000,hph,vvci,,2024-06-06t17:55:00.000,2024-06-06t18:05:00.000,vietjet air,vj,vjc,488,vj488,vjc488,27.0,,,,,,,,,,11.0,,,,
departure,active,vca,vvct,2024-06-06t19:50:00.000,,,,han,vvnb,t1,2024-06-06t22:15:00.000,,vietnam airlines,vn,hvn,1206,vn1206,hvn1206,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-07t06:00:00.000,2024-06-07t05:54:00.000,2024-06-07t05:54:00.000,2024-06-07t05:54:00.000,han,vvnb,t1,2024-06-07t08:10:00.000,2024-06-07t07:46:00.000,,a1,a1,2460,a12460,a12460,,vietjet air,vj,vjc,460,vj460,vjc460,,,,,,,,
departure,active,vca,vvct,2024-06-07t06:00:00.000,2024-06-07t05:54:00.000,2024-06-07t05:54:00.000,2024-06-07t05:54:00.000,han,vvnb,t1,2024-06-07t08:10:00.000,2024-06-07t07:46:00.000,flexflight,w2,fxt,4460,w24460,fxt4460,,vietjet air,vj,vjc,460,vj460,vjc460,,,,,,,,
departure,active,vca,vvct,2024-06-07t06:00:00.000,2024-06-07t05:54:00.000,2024-06-07t05:54:00.000,2024-06-07t05:54:00.000,han,vvnb,t1,2024-06-07t08:10:00.000,2024-06-07t07:46:00.000,,h1,h1,4517,h14517,h14517,,vietjet air,vj,vjc,460,vj460,vjc460,,,,,,,,
departure,active,vca,vvct,2024-06-07t06:00:00.000,2024-06-07t05:54:00.000,2024-06-07t05:54:00.000,2024-06-07t05:54:00.000,han,vvnb,t1,2024-06-07t08:10:00.000,2024-06-07t07:46:00.000,vietjet air,vj,vjc,460,vj460,vjc460,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-07t08:55:00.000,2024-06-07t09:12:00.000,2024-06-07t09:12:00.000,2024-06-07t09:12:00.000,han,vvnb,t1,2024-06-07t11:05:00.000,2024-06-07t11:05:00.000,,a1,a1,2462,a12462,a12462,17.0,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-06-07t08:55:00.000,2024-06-07t09:12:00.000,2024-06-07t09:12:00.000,2024-06-07t09:12:00.000,han,vvnb,t1,2024-06-07t11:05:00.000,2024-06-07t11:05:00.000,flexflight,w2,fxt,4462,w24462,fxt4462,17.0,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-06-07t08:55:00.000,2024-06-07t09:12:00.000,2024-06-07t09:12:00.000,2024-06-07t09:12:00.000,han,vvnb,t1,2024-06-07t11:05:00.000,2024-06-07t11:05:00.000,,h1,h1,4332,h14332,h14332,17.0,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-06-07t08:55:00.000,2024-06-07t09:12:00.000,2024-06-07t09:12:00.000,2024-06-07t09:12:00.000,han,vvnb,t1,2024-06-07t11:05:00.000,2024-06-07t11:05:00.000,vietjet air,vj,vjc,462,vj462,vjc462,17.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-07t10:00:00.000,2024-06-07t10:00:00.000,2024-06-07t10:00:00.000,2024-06-07t10:00:00.000,han,vvnb,t1,2024-06-07t12:20:00.000,2024-06-07t11:52:00.000,vietnam airlines,vn,hvn,1200,vn1200,hvn1200,1.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-07t11:35:00.000,2024-06-07t11:36:00.000,2024-06-07t11:36:00.000,2024-06-07t11:36:00.000,dad,vvdn,1,2024-06-07t13:05:00.000,2024-06-07t12:45:00.000,,a1,a1,2702,a12702,a12702,2.0,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-06-07t11:35:00.000,2024-06-07t11:36:00.000,2024-06-07t11:36:00.000,2024-06-07t11:36:00.000,dad,vvdn,1,2024-06-07t13:05:00.000,2024-06-07t12:45:00.000,flexflight,w2,fxt,4702,w24702,fxt4702,2.0,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-06-07t11:35:00.000,2024-06-07t11:36:00.000,2024-06-07t11:36:00.000,2024-06-07t11:36:00.000,dad,vvdn,1,2024-06-07t13:05:00.000,2024-06-07t12:45:00.000,,h1,h1,4348,h14348,h14348,2.0,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-06-07t11:35:00.000,2024-06-07t11:36:00.000,2024-06-07t11:36:00.000,2024-06-07t11:36:00.000,dad,vvdn,1,2024-06-07t13:05:00.000,2024-06-07t12:45:00.000,vietjet air,vj,vjc,702,vj702,vjc702,2.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-07t14:10:00.000,,,,han,vvnb,t1,2024-06-07t16:20:00.000,,vietnam airlines,vn,hvn,1202,vn1202,hvn1202,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-07t14:45:00.000,2024-06-07t14:59:00.000,2024-06-07t14:59:00.000,2024-06-07t14:59:00.000,dad,vvdn,1,2024-06-07t16:15:00.000,2024-06-07t16:16:00.000,,a1,a1,2700,a12700,a12700,14.0,vietjet air,vj,vjc,700,vj700,vjc700,,,,2.0,,,,
departure,active,vca,vvct,2024-06-07t14:45:00.000,2024-06-07t14:59:00.000,2024-06-07t14:59:00.000,2024-06-07t14:59:00.000,dad,vvdn,1,2024-06-07t16:15:00.000,2024-06-07t16:16:00.000,flexflight,w2,fxt,4700,w24700,fxt4700,14.0,vietjet air,vj,vjc,700,vj700,vjc700,,,,2.0,,,,
departure,active,vca,vvct,2024-06-07t14:45:00.000,2024-06-07t14:59:00.000,2024-06-07t14:59:00.000,2024-06-07t14:59:00.000,dad,vvdn,1,2024-06-07t16:15:00.000,2024-06-07t16:16:00.000,vietjet air,vj,vjc,700,vj700,vjc700,14.0,,,,,,,,,,2.0,,,,
departure,active,vca,vvct,2024-06-07t15:50:00.000,2024-06-07t15:55:00.000,2024-06-07t15:55:00.000,2024-06-07t15:55:00.000,vii,vvvh,,2024-06-07t17:40:00.000,2024-06-07t17:27:00.000,,a1,a1,2480,a12480,a12480,6.0,vietjet air,vj,vjc,480,vj480,vjc480,,,,,,,,
departure,active,vca,vvct,2024-06-07t15:50:00.000,2024-06-07t15:55:00.000,2024-06-07t15:55:00.000,2024-06-07t15:55:00.000,vii,vvvh,,2024-06-07t17:40:00.000,2024-06-07t17:27:00.000,flexflight,w2,fxt,4480,w24480,fxt4480,6.0,vietjet air,vj,vjc,480,vj480,vjc480,,,,,,,,
departure,active,vca,vvct,2024-06-07t15:50:00.000,2024-06-07t15:55:00.000,2024-06-07t15:55:00.000,2024-06-07t15:55:00.000,vii,vvvh,,2024-06-07t17:40:00.000,2024-06-07t17:27:00.000,,h1,h1,4438,h14438,h14438,6.0,vietjet air,vj,vjc,480,vj480,vjc480,,,,,,,,
departure,active,vca,vvct,2024-06-07t15:50:00.000,2024-06-07t15:55:00.000,2024-06-07t15:55:00.000,2024-06-07t15:55:00.000,vii,vvvh,,2024-06-07t17:40:00.000,2024-06-07t17:27:00.000,vietjet air,vj,vjc,480,vj480,vjc480,6.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-07t19:50:00.000,,,,han,vvnb,t1,2024-06-07t22:15:00.000,,vietnam airlines,vn,hvn,1206,vn1206,hvn1206,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-08t06:00:00.000,2024-06-08t05:59:00.000,2024-06-08t05:59:00.000,2024-06-08t05:59:00.000,han,vvnb,t1,2024-06-08t08:10:00.000,2024-06-08t07:49:00.000,,a1,a1,2460,a12460,a12460,,vietjet air,vj,vjc,460,vj460,vjc460,,,,,,,,
departure,active,vca,vvct,2024-06-08t06:00:00.000,2024-06-08t05:59:00.000,2024-06-08t05:59:00.000,2024-06-08t05:59:00.000,han,vvnb,t1,2024-06-08t08:10:00.000,2024-06-08t07:49:00.000,flexflight,w2,fxt,4460,w24460,fxt4460,,vietjet air,vj,vjc,460,vj460,vjc460,,,,,,,,
departure,active,vca,vvct,2024-06-08t06:00:00.000,2024-06-08t05:59:00.000,2024-06-08t05:59:00.000,2024-06-08t05:59:00.000,han,vvnb,t1,2024-06-08t08:10:00.000,2024-06-08t07:49:00.000,,h1,h1,4517,h14517,h14517,,vietjet air,vj,vjc,460,vj460,vjc460,,,,,,,,
departure,active,vca,vvct,2024-06-08t06:00:00.000,2024-06-08t05:59:00.000,2024-06-08t05:59:00.000,2024-06-08t05:59:00.000,han,vvnb,t1,2024-06-08t08:10:00.000,2024-06-08t07:49:00.000,vietjet air,vj,vjc,460,vj460,vjc460,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-07t13:01:00.000,2024-06-07t13:01:00.000,2024-06-07t13:01:00.000,2024-06-07t13:01:00.000,sgn,vvts,,2024-06-07t13:34:00.000,,vietnam airlines,vn,hvn,1822,vn1822,hvn1822,,,,,,,,2024-06-07t13:37:00.000,2024-06-07t13:37:00.000,2024-06-07t13:37:00.000,3.0,,,,
departure,active,vca,vvct,2024-06-07t13:13:00.000,2024-06-07t13:12:00.000,2024-06-07t13:12:00.000,2024-06-07t13:12:00.000,sgn,vvts,,2024-06-07t13:32:00.000,,vietnam airlines,vn,hvn,1405,vn1405,hvn1405,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-07t13:21:00.000,2024-06-07t13:20:00.000,2024-06-07t13:20:00.000,2024-06-07t13:20:00.000,sgn,vvts,,2024-06-07t13:37:00.000,,vietnam airlines,vn,hvn,1273,vn1273,hvn1273,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-08t08:55:00.000,2024-06-08t09:08:00.000,2024-06-08t09:08:00.000,2024-06-08t09:08:00.000,han,vvnb,t1,2024-06-08t11:05:00.000,,,a1,a1,2462,a12462,a12462,14.0,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-06-08t08:55:00.000,2024-06-08t09:08:00.000,2024-06-08t09:08:00.000,2024-06-08t09:08:00.000,han,vvnb,t1,2024-06-08t11:05:00.000,,flexflight,w2,fxt,4462,w24462,fxt4462,14.0,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-06-08t08:55:00.000,2024-06-08t09:08:00.000,2024-06-08t09:08:00.000,2024-06-08t09:08:00.000,han,vvnb,t1,2024-06-08t11:05:00.000,,,h1,h1,4332,h14332,h14332,14.0,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-06-08t08:55:00.000,2024-06-08t09:08:00.000,2024-06-08t09:08:00.000,2024-06-08t09:08:00.000,han,vvnb,t1,2024-06-08t11:05:00.000,,vietjet air,vj,vjc,462,vj462,vjc462,14.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-08t10:00:00.000,2024-06-08t09:59:00.000,2024-06-08t09:59:00.000,2024-06-08t09:59:00.000,han,vvnb,t1,2024-06-08t12:20:00.000,2024-06-08t11:52:00.000,vietnam airlines,vn,hvn,1200,vn1200,hvn1200,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-08t11:35:00.000,2024-06-08t11:34:00.000,2024-06-08t11:34:00.000,2024-06-08t11:34:00.000,dad,vvdn,1,2024-06-08t13:05:00.000,2024-06-08t12:43:00.000,,a1,a1,2702,a12702,a12702,,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-06-08t11:35:00.000,2024-06-08t11:34:00.000,2024-06-08t11:34:00.000,2024-06-08t11:34:00.000,dad,vvdn,1,2024-06-08t13:05:00.000,2024-06-08t12:43:00.000,flexflight,w2,fxt,4702,w24702,fxt4702,,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-06-08t11:35:00.000,2024-06-08t11:34:00.000,2024-06-08t11:34:00.000,2024-06-08t11:34:00.000,dad,vvdn,1,2024-06-08t13:05:00.000,2024-06-08t12:43:00.000,,h1,h1,4348,h14348,h14348,,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-06-08t11:35:00.000,2024-06-08t11:34:00.000,2024-06-08t11:34:00.000,2024-06-08t11:34:00.000,dad,vvdn,1,2024-06-08t13:05:00.000,2024-06-08t12:43:00.000,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-08t14:10:00.000,,,,han,vvnb,t1,2024-06-08t16:20:00.000,,vietnam airlines,vn,hvn,1202,vn1202,hvn1202,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-08t14:20:00.000,2024-06-08t14:22:00.000,2024-06-08t14:22:00.000,2024-06-08t14:22:00.000,vcs,vvcs,,2024-06-08t15:20:00.000,2024-06-08t15:05:00.000,vietnam airlines,vn,hvn,8070,vn8070,hvn8070,3.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-08t14:45:00.000,2024-06-08t14:59:00.000,2024-06-08t14:59:00.000,2024-06-08t14:59:00.000,dad,vvdn,1,2024-06-08t16:15:00.000,2024-06-08t16:12:00.000,,a1,a1,2700,a12700,a12700,14.0,vietjet air,vj,vjc,700,vj700,vjc700,,,,,,,,
departure,active,vca,vvct,2024-06-08t14:45:00.000,2024-06-08t14:59:00.000,2024-06-08t14:59:00.000,2024-06-08t14:59:00.000,dad,vvdn,1,2024-06-08t16:15:00.000,2024-06-08t16:12:00.000,flexflight,w2,fxt,4700,w24700,fxt4700,14.0,vietjet air,vj,vjc,700,vj700,vjc700,,,,,,,,
departure,active,vca,vvct,2024-06-08t14:45:00.000,2024-06-08t14:59:00.000,2024-06-08t14:59:00.000,2024-06-08t14:59:00.000,dad,vvdn,1,2024-06-08t16:15:00.000,2024-06-08t16:12:00.000,vietjet air,vj,vjc,700,vj700,vjc700,14.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-08t15:50:00.000,2024-06-08t15:54:00.000,2024-06-08t15:54:00.000,2024-06-08t15:54:00.000,hph,vvci,,2024-06-08t17:55:00.000,2024-06-08t17:42:00.000,,a1,a1,2488,a12488,a12488,5.0,vietjet air,vj,vjc,488,vj488,vjc488,,,,,,,,
departure,active,vca,vvct,2024-06-08t15:50:00.000,2024-06-08t15:54:00.000,2024-06-08t15:54:00.000,2024-06-08t15:54:00.000,hph,vvci,,2024-06-08t17:55:00.000,2024-06-08t17:42:00.000,flexflight,w2,fxt,4488,w24488,fxt4488,5.0,vietjet air,vj,vjc,488,vj488,vjc488,,,,,,,,
departure,active,vca,vvct,2024-06-08t15:50:00.000,2024-06-08t15:54:00.000,2024-06-08t15:54:00.000,2024-06-08t15:54:00.000,hph,vvci,,2024-06-08t17:55:00.000,2024-06-08t17:42:00.000,,h1,h1,4388,h14388,h14388,5.0,vietjet air,vj,vjc,488,vj488,vjc488,,,,,,,,
departure,active,vca,vvct,2024-06-08t15:50:00.000,2024-06-08t15:54:00.000,2024-06-08t15:54:00.000,2024-06-08t15:54:00.000,hph,vvci,,2024-06-08t17:55:00.000,2024-06-08t17:42:00.000,vietjet air,vj,vjc,488,vj488,vjc488,5.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-08t19:50:00.000,2024-06-08t20:25:00.000,2024-06-08t20:25:00.000,2024-06-08t20:25:00.000,han,vvnb,t1,2024-06-08t22:15:00.000,,vietnam airlines,vn,hvn,1206,vn1206,hvn1206,35.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-09t06:00:00.000,2024-06-09t06:01:00.000,2024-06-09t06:01:00.000,2024-06-09t06:01:00.000,han,vvnb,t1,2024-06-09t08:10:00.000,2024-06-09t07:53:00.000,,a1,a1,2460,a12460,a12460,1.0,vietjet air,vj,vjc,460,vj460,vjc460,,,,,,,,
departure,active,vca,vvct,2024-06-09t06:00:00.000,2024-06-09t06:01:00.000,2024-06-09t06:01:00.000,2024-06-09t06:01:00.000,han,vvnb,t1,2024-06-09t08:10:00.000,2024-06-09t07:53:00.000,flexflight,w2,fxt,4460,w24460,fxt4460,1.0,vietjet air,vj,vjc,460,vj460,vjc460,,,,,,,,
departure,active,vca,vvct,2024-06-09t06:00:00.000,2024-06-09t06:01:00.000,2024-06-09t06:01:00.000,2024-06-09t06:01:00.000,han,vvnb,t1,2024-06-09t08:10:00.000,2024-06-09t07:53:00.000,,h1,h1,4517,h14517,h14517,1.0,vietjet air,vj,vjc,460,vj460,vjc460,,,,,,,,
departure,active,vca,vvct,2024-06-09t06:00:00.000,2024-06-09t06:01:00.000,2024-06-09t06:01:00.000,2024-06-09t06:01:00.000,han,vvnb,t1,2024-06-09t08:10:00.000,2024-06-09t07:53:00.000,vietjet air,vj,vjc,460,vj460,vjc460,1.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-09t08:55:00.000,,,,han,vvnb,t1,2024-06-09t11:05:00.000,,,a1,a1,2462,a12462,a12462,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-06-09t08:55:00.000,,,,han,vvnb,t1,2024-06-09t11:05:00.000,,flexflight,w2,fxt,4462,w24462,fxt4462,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-06-09t08:55:00.000,,,,han,vvnb,t1,2024-06-09t11:05:00.000,,,h1,h1,4332,h14332,h14332,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-06-09t08:55:00.000,,,,han,vvnb,t1,2024-06-09t11:05:00.000,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-09t10:00:00.000,2024-06-09t10:00:00.000,2024-06-09t10:00:00.000,2024-06-09t10:00:00.000,han,vvnb,t1,2024-06-09t12:20:00.000,2024-06-09t11:52:00.000,vietnam airlines,vn,hvn,1200,vn1200,hvn1200,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-09t11:35:00.000,,,,dad,vvdn,1,2024-06-09t13:05:00.000,,,a1,a1,2702,a12702,a12702,,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-06-09t11:35:00.000,,,,dad,vvdn,1,2024-06-09t13:05:00.000,,flexflight,w2,fxt,4702,w24702,fxt4702,,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-06-09t11:35:00.000,,,,dad,vvdn,1,2024-06-09t13:05:00.000,,,h1,h1,4348,h14348,h14348,,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-06-09t11:35:00.000,,,,dad,vvdn,1,2024-06-09t13:05:00.000,,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-09t14:10:00.000,,,,han,vvnb,t1,2024-06-09t16:20:00.000,,vietnam airlines,vn,hvn,1202,vn1202,hvn1202,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-09t14:45:00.000,,,,dad,vvdn,1,2024-06-09t16:15:00.000,,,a1,a1,2700,a12700,a12700,,vietjet air,vj,vjc,700,vj700,vjc700,,,,,,,,
departure,active,vca,vvct,2024-06-09t14:45:00.000,,,,dad,vvdn,1,2024-06-09t16:15:00.000,,flexflight,w2,fxt,4700,w24700,fxt4700,,vietjet air,vj,vjc,700,vj700,vjc700,,,,,,,,
departure,active,vca,vvct,2024-06-09t14:45:00.000,,,,dad,vvdn,1,2024-06-09t16:15:00.000,,vietjet air,vj,vjc,700,vj700,vjc700,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-09t15:50:00.000,,,,vii,vvvh,,2024-06-09t17:40:00.000,,,a1,a1,2480,a12480,a12480,,vietjet air,vj,vjc,480,vj480,vjc480,,,,,,,,
departure,active,vca,vvct,2024-06-09t15:50:00.000,,,,vii,vvvh,,2024-06-09t17:40:00.000,,flexflight,w2,fxt,4480,w24480,fxt4480,,vietjet air,vj,vjc,480,vj480,vjc480,,,,,,,,
departure,active,vca,vvct,2024-06-09t15:50:00.000,,,,vii,vvvh,,2024-06-09t17:40:00.000,,,h1,h1,4438,h14438,h14438,,vietjet air,vj,vjc,480,vj480,vjc480,,,,,,,,
departure,active,vca,vvct,2024-06-09t15:50:00.000,,,,vii,vvvh,,2024-06-09t17:40:00.000,,vietjet air,vj,vjc,480,vj480,vjc480,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-09t19:50:00.000,2024-06-09t20:03:00.000,2024-06-09t20:03:00.000,2024-06-09t20:03:00.000,han,vvnb,t1,2024-06-09t22:15:00.000,2024-06-09t21:56:00.000,vietnam airlines,vn,hvn,1206,vn1206,hvn1206,14.0,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-10t06:00:00.000,2024-06-10t05:59:00.000,2024-06-10t05:59:00.000,2024-06-10t05:59:00.000,han,vvnb,t1,2024-06-10t08:10:00.000,2024-06-10t07:51:00.000,,a1,a1,2460,a12460,a12460,,vietjet air,vj,vjc,460,vj460,vjc460,,,,,,,,
departure,active,vca,vvct,2024-06-10t06:00:00.000,2024-06-10t05:59:00.000,2024-06-10t05:59:00.000,2024-06-10t05:59:00.000,han,vvnb,t1,2024-06-10t08:10:00.000,2024-06-10t07:51:00.000,flexflight,w2,fxt,4460,w24460,fxt4460,,vietjet air,vj,vjc,460,vj460,vjc460,,,,,,,,
departure,active,vca,vvct,2024-06-10t06:00:00.000,2024-06-10t05:59:00.000,2024-06-10t05:59:00.000,2024-06-10t05:59:00.000,han,vvnb,t1,2024-06-10t08:10:00.000,2024-06-10t07:51:00.000,,h1,h1,4517,h14517,h14517,,vietjet air,vj,vjc,460,vj460,vjc460,,,,,,,,
departure,active,vca,vvct,2024-06-10t06:00:00.000,2024-06-10t05:59:00.000,2024-06-10t05:59:00.000,2024-06-10t05:59:00.000,han,vvnb,t1,2024-06-10t08:10:00.000,2024-06-10t07:51:00.000,vietjet air,vj,vjc,460,vj460,vjc460,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-10t08:45:00.000,,,,han,vvnb,t1,2024-06-10t10:55:00.000,,,a1,a1,2462,a12462,a12462,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-06-10t08:45:00.000,,,,han,vvnb,t1,2024-06-10t10:55:00.000,,flexflight,w2,fxt,4462,w24462,fxt4462,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-06-10t08:45:00.000,,,,han,vvnb,t1,2024-06-10t10:55:00.000,,,h1,h1,4332,h14332,h14332,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,
departure,active,vca,vvct,2024-06-10t08:45:00.000,,,,han,vvnb,t1,2024-06-10t10:55:00.000,,vietjet air,vj,vjc,462,vj462,vjc462,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-10t10:00:00.000,2024-06-10t09:59:00.000,2024-06-10t09:59:00.000,2024-06-10t09:59:00.000,han,vvnb,t1,2024-06-10t12:20:00.000,2024-06-10t11:54:00.000,vietnam airlines,vn,hvn,1200,vn1200,hvn1200,,,,,,,,,,,,,,,
departure,active,vca,vvct,2024-06-10t11:25:00.000,2024-06-10t11:34:00.000,2024-06-10t11:34:00.000,2024-06-10t11:34:00.000,dad,vvdn,1,2024-06-10t12:55:00.000,2024-06-10t12:43:00.000,,a1,a1,2702,a12702,a12702,9.0,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-06-10t11:25:00.000,2024-06-10t11:34:00.000,2024-06-10t11:34:00.000,2024-06-10t11:34:00.000,dad,vvdn,1,2024-06-10t12:55:00.000,2024-06-10t12:43:00.000,flexflight,w2,fxt,4702,w24702,fxt4702,9.0,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-06-10t11:25:00.000,2024-06-10t11:34:00.000,2024-06-10t11:34:00.000,2024-06-10t11:34:00.000,dad,vvdn,1,2024-06-10t12:55:00.000,2024-06-10t12:43:00.000,,h1,h1,4348,h14348,h14348,9.0,vietjet air,vj,vjc,702,vj702,vjc702,,,,,,,,
departure,active,vca,vvct,2024-06-10t11:25:00.000,2024-06-10t11:34:00.000,2024-06-10t11:34:00.000,2024-06-10t11:34:00.000,dad,vvdn,1,2024-06-10t12:55:00.000,2024-06-10t12:43:00.000,vietjet air,vj,vjc,702,vj702,vjc702,9.0,,,,,,,,,,,,,,
