type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.delay,departure.scheduledTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.delay,departure.estimatedTime,departure.gate,error
arrival,landed,vii,vvvh,,,2024-02-25t08:50:00.000,,,,vca,vvct,2024-02-25t10:40:00.000,,2024-02-25t10:33:00.000,2024-02-25t10:33:00.000,2024-02-25t10:33:00.000,vietjet air,vj,vjc,481,vj481,vjc481,,,,,,,,,,
arrival,landed,han,vvnb,2,85.0,2024-02-25t08:45:00.000,2024-02-25t10:09:00.000,2024-02-25t10:09:00.000,2024-02-25t10:09:00.000,vca,vvct,2024-02-25t10:50:00.000,2024-02-25t12:02:00.000,,,,,a1,a1,2461,a12461,a12461,vietjet air,vj,vjc,461,vj461,vjc461,73.0,,,
arrival,landed,han,vvnb,2,85.0,2024-02-25t08:45:00.000,2024-02-25t10:09:00.000,2024-02-25t10:09:00.000,2024-02-25t10:09:00.000,vca,vvct,2024-02-25t10:50:00.000,2024-02-25t12:02:00.000,,,,flexflight,w2,fxt,4461,w24461,fxt4461,vietjet air,vj,vjc,461,vj461,vjc461,73.0,,,
arrival,landed,han,vvnb,2,85.0,2024-02-25t08:45:00.000,2024-02-25t10:09:00.000,2024-02-25t10:09:00.000,2024-02-25t10:09:00.000,vca,vvct,2024-02-25t10:50:00.000,2024-02-25t12:02:00.000,,,,,h1,h1,4331,h14331,h14331,vietjet air,vj,vjc,461,vj461,vjc461,73.0,,,
arrival,landed,han,vvnb,2,85.0,2024-02-25t08:45:00.000,2024-02-25t10:09:00.000,2024-02-25t10:09:00.000,2024-02-25t10:09:00.000,vca,vvct,2024-02-25t10:50:00.000,2024-02-25t12:02:00.000,,,,vietjet air,vj,vjc,461,vj461,vjc461,,,,,,,73.0,,,
arrival,landed,dad,vvdn,1,11.0,2024-02-25t11:00:00.000,2024-02-25t11:11:00.000,2024-02-25t11:11:00.000,2024-02-25t11:11:00.000,vca,vvct,2024-02-25t12:40:00.000,2024-02-25t12:26:00.000,,,,vietnam airlines,vn,hvn,1441,vn1441,hvn1441,,,,,,,,2024-02-25t11:00:00.000,,
arrival,landed,han,vvnb,1,7.0,2024-02-25t11:15:00.000,2024-02-25t11:21:00.000,2024-02-25t11:21:00.000,2024-02-25t11:21:00.000,vca,vvct,2024-02-25t13:30:00.000,2024-02-25t13:15:00.000,2024-02-25t13:17:00.000,2024-02-25t13:17:00.000,2024-02-25t13:17:00.000,vietnam airlines,vn,hvn,1203,vn1203,hvn1203,,,,,,,,,,
arrival,landed,dad,vvdn,2,79.0,2024-02-25t13:45:00.000,2024-02-25t15:03:00.000,2024-02-25t15:03:00.000,2024-02-25t15:03:00.000,vca,vvct,2024-02-25t15:15:00.000,2024-02-25t16:18:00.000,,,,,a1,a1,2703,a12703,a12703,vietjet air,vj,vjc,703,vj703,vjc703,64.0,2024-02-25t13:45:00.000,,
arrival,landed,dad,vvdn,2,79.0,2024-02-25t13:45:00.000,2024-02-25t15:03:00.000,2024-02-25t15:03:00.000,2024-02-25t15:03:00.000,vca,vvct,2024-02-25t15:15:00.000,2024-02-25t16:18:00.000,,,,flexflight,w2,fxt,4703,w24703,fxt4703,vietjet air,vj,vjc,703,vj703,vjc703,64.0,2024-02-25t13:45:00.000,,
arrival,landed,dad,vvdn,2,79.0,2024-02-25t13:45:00.000,2024-02-25t15:03:00.000,2024-02-25t15:03:00.000,2024-02-25t15:03:00.000,vca,vvct,2024-02-25t15:15:00.000,2024-02-25t16:18:00.000,,,,,h1,h1,4405,h14405,h14405,vietjet air,vj,vjc,703,vj703,vjc703,64.0,2024-02-25t13:45:00.000,,
arrival,landed,dad,vvdn,2,79.0,2024-02-25t13:45:00.000,2024-02-25t15:03:00.000,2024-02-25t15:03:00.000,2024-02-25t15:03:00.000,vca,vvct,2024-02-25t15:15:00.000,2024-02-25t16:18:00.000,,,,vietjet air,vj,vjc,703,vj703,vjc703,,,,,,,64.0,2024-02-25t13:45:00.000,,
arrival,landed,han,vvnb,1,10.0,2024-02-25t16:45:00.000,2024-02-25t16:55:00.000,2024-02-25t16:55:00.000,2024-02-25t16:55:00.000,vca,vvct,2024-02-25t19:05:00.000,2024-02-25t18:44:00.000,2024-02-25t18:45:00.000,2024-02-25t18:45:00.000,2024-02-25t18:45:00.000,vietnam airlines,vn,hvn,1207,vn1207,hvn1207,,,,,,,,,,
arrival,landed,han,vvnb,2,12.0,2024-02-25t19:05:00.000,2024-02-25t19:16:00.000,2024-02-25t19:16:00.000,2024-02-25t19:16:00.000,vca,vvct,2024-02-25t21:10:00.000,2024-02-25t21:11:00.000,2024-02-25t21:13:00.000,2024-02-25t21:13:00.000,2024-02-25t21:13:00.000,,a1,a1,2467,a12467,a12467,vietjet air,vj,vjc,467,vj467,vjc467,3.0,,,
arrival,landed,han,vvnb,2,12.0,2024-02-25t19:05:00.000,2024-02-25t19:16:00.000,2024-02-25t19:16:00.000,2024-02-25t19:16:00.000,vca,vvct,2024-02-25t21:10:00.000,2024-02-25t21:11:00.000,2024-02-25t21:13:00.000,2024-02-25t21:13:00.000,2024-02-25t21:13:00.000,flexflight,w2,fxt,4467,w24467,fxt4467,vietjet air,vj,vjc,467,vj467,vjc467,3.0,,,
arrival,landed,han,vvnb,2,12.0,2024-02-25t19:05:00.000,2024-02-25t19:16:00.000,2024-02-25t19:16:00.000,2024-02-25t19:16:00.000,vca,vvct,2024-02-25t21:10:00.000,2024-02-25t21:11:00.000,2024-02-25t21:13:00.000,2024-02-25t21:13:00.000,2024-02-25t21:13:00.000,,h1,h1,4134,h14134,h14134,vietjet air,vj,vjc,467,vj467,vjc467,3.0,,,
arrival,landed,han,vvnb,2,12.0,2024-02-25t19:05:00.000,2024-02-25t19:16:00.000,2024-02-25t19:16:00.000,2024-02-25t19:16:00.000,vca,vvct,2024-02-25t21:10:00.000,2024-02-25t21:11:00.000,2024-02-25t21:13:00.000,2024-02-25t21:13:00.000,2024-02-25t21:13:00.000,vietjet air,vj,vjc,467,vj467,vjc467,,,,,,,3.0,,,
arrival,landed,tpe,rctp,1,40.0,2024-02-25t20:00:00.000,2024-02-25t20:40:00.000,2024-02-25t20:40:00.000,2024-02-25t20:40:00.000,vca,vvct,2024-02-25t22:45:00.000,2024-02-25t22:55:00.000,,,,,h1,h1,5182,h15182,h15182,vietjet air,vj,vjc,867,vj867,vjc867,11.0,2024-02-25t20:00:00.000,b3,
arrival,landed,tpe,rctp,1,40.0,2024-02-25t20:00:00.000,2024-02-25t20:40:00.000,2024-02-25t20:40:00.000,2024-02-25t20:40:00.000,vca,vvct,2024-02-25t22:45:00.000,2024-02-25t22:55:00.000,,,,,a1,a1,2867,a12867,a12867,vietjet air,vj,vjc,867,vj867,vjc867,11.0,2024-02-25t20:00:00.000,b3,
arrival,landed,tpe,rctp,1,40.0,2024-02-25t20:00:00.000,2024-02-25t20:40:00.000,2024-02-25t20:40:00.000,2024-02-25t20:40:00.000,vca,vvct,2024-02-25t22:45:00.000,2024-02-25t22:55:00.000,,,,flexflight,w2,fxt,4867,w24867,fxt4867,vietjet air,vj,vjc,867,vj867,vjc867,11.0,2024-02-25t20:00:00.000,b3,
arrival,landed,tpe,rctp,1,40.0,2024-02-25t20:00:00.000,2024-02-25t20:40:00.000,2024-02-25t20:40:00.000,2024-02-25t20:40:00.000,vca,vvct,2024-02-25t22:45:00.000,2024-02-25t22:55:00.000,,,,vietjet air,vj,vjc,867,vj867,vjc867,,,,,,,11.0,2024-02-25t20:00:00.000,b3,
arrival,unknown,han,vvnb,1,,2024-02-26t06:35:00.000,,,,vca,vvct,2024-02-26t08:55:00.000,,,,,vietnam airlines,vn,hvn,1201,vn1201,hvn1201,,,,,,,,,,
arrival,unknown,vii,vvvh,,,2024-02-26t08:50:00.000,,,,vca,vvct,2024-02-26t10:40:00.000,,,,,,a1,a1,2481,a12481,a12481,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,unknown,vii,vvvh,,,2024-02-26t08:50:00.000,,,,vca,vvct,2024-02-26t10:40:00.000,,,,,flexflight,w2,fxt,4481,w24481,fxt4481,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,unknown,vii,vvvh,,,2024-02-26t08:50:00.000,,,,vca,vvct,2024-02-26t10:40:00.000,,,,,,h1,h1,4333,h14333,h14333,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,unknown,vii,vvvh,,,2024-02-26t08:50:00.000,,,,vca,vvct,2024-02-26t10:40:00.000,,,,,vietjet air,vj,vjc,481,vj481,vjc481,,,,,,,,,,
arrival,unknown,han,vvnb,2,116.0,2024-02-26t08:45:00.000,,,,vca,vvct,2024-02-26t10:50:00.000,,,,,,a1,a1,2461,a12461,a12461,vietjet air,vj,vjc,461,vj461,vjc461,,2024-02-26t10:41:00.000,,
arrival,unknown,han,vvnb,2,116.0,2024-02-26t08:45:00.000,,,,vca,vvct,2024-02-26t10:50:00.000,,,,,flexflight,w2,fxt,4461,w24461,fxt4461,vietjet air,vj,vjc,461,vj461,vjc461,,2024-02-26t10:41:00.000,,
arrival,unknown,han,vvnb,2,116.0,2024-02-26t08:45:00.000,,,,vca,vvct,2024-02-26t10:50:00.000,,,,,,h1,h1,4331,h14331,h14331,vietjet air,vj,vjc,461,vj461,vjc461,,2024-02-26t10:41:00.000,,
arrival,unknown,han,vvnb,2,116.0,2024-02-26t08:45:00.000,,,,vca,vvct,2024-02-26t10:50:00.000,,,,,vietjet air,vj,vjc,461,vj461,vjc461,,,,,,,,2024-02-26t10:41:00.000,,
arrival,unknown,dad,vvdn,1,38.0,2024-02-26t11:00:00.000,,,,vca,vvct,2024-02-26t12:40:00.000,,,,,vietnam airlines,vn,hvn,1441,vn1441,hvn1441,,,,,,,,2024-02-26t11:38:00.000,,
arrival,unknown,han,vvnb,1,,2024-02-26t11:15:00.000,,,,vca,vvct,2024-02-26t13:30:00.000,,,,,vietnam airlines,vn,hvn,1203,vn1203,hvn1203,,,,,,,,,,
arrival,unknown,vcs,vvcs,,,2024-02-26t12:50:00.000,,,,vca,vvct,2024-02-26t13:50:00.000,,,,,vasco,0v,vfc,8071,0v8071,vfc8071,,,,,,,,,,
arrival,unknown,dad,vvdn,2,114.0,2024-02-26t13:45:00.000,,,,vca,vvct,2024-02-26t15:15:00.000,,,,,,a1,a1,2703,a12703,a12703,vietjet air,vj,vjc,703,vj703,vjc703,,2024-02-26t15:39:00.000,,
arrival,unknown,dad,vvdn,2,114.0,2024-02-26t13:45:00.000,,,,vca,vvct,2024-02-26t15:15:00.000,,,,,flexflight,w2,fxt,4703,w24703,fxt4703,vietjet air,vj,vjc,703,vj703,vjc703,,2024-02-26t15:39:00.000,,
arrival,unknown,dad,vvdn,2,114.0,2024-02-26t13:45:00.000,,,,vca,vvct,2024-02-26t15:15:00.000,,,,,,h1,h1,4405,h14405,h14405,vietjet air,vj,vjc,703,vj703,vjc703,,2024-02-26t15:39:00.000,,
arrival,unknown,dad,vvdn,2,114.0,2024-02-26t13:45:00.000,,,,vca,vvct,2024-02-26t15:15:00.000,,,,,vietjet air,vj,vjc,703,vj703,vjc703,,,,,,,,2024-02-26t15:39:00.000,,
arrival,landed,han,vvnb,2,69.0,2024-02-26t15:45:00.000,2024-02-26t16:53:00.000,2024-02-26t16:53:00.000,2024-02-26t16:53:00.000,vca,vvct,2024-02-26t17:55:00.000,2024-02-26t18:48:00.000,,,,,a1,a1,2463,a12463,a12463,vietjet air,vj,vjc,463,vj463,vjc463,53.0,,,
arrival,landed,han,vvnb,2,69.0,2024-02-26t15:45:00.000,2024-02-26t16:53:00.000,2024-02-26t16:53:00.000,2024-02-26t16:53:00.000,vca,vvct,2024-02-26t17:55:00.000,2024-02-26t18:48:00.000,,,,flexflight,w2,fxt,4463,w24463,fxt4463,vietjet air,vj,vjc,463,vj463,vjc463,53.0,,,
arrival,landed,han,vvnb,2,69.0,2024-02-26t15:45:00.000,2024-02-26t16:53:00.000,2024-02-26t16:53:00.000,2024-02-26t16:53:00.000,vca,vvct,2024-02-26t17:55:00.000,2024-02-26t18:48:00.000,,,,,h1,h1,4238,h14238,h14238,vietjet air,vj,vjc,463,vj463,vjc463,53.0,,,
arrival,landed,han,vvnb,2,69.0,2024-02-26t15:45:00.000,2024-02-26t16:53:00.000,2024-02-26t16:53:00.000,2024-02-26t16:53:00.000,vca,vvct,2024-02-26t17:55:00.000,2024-02-26t18:48:00.000,,,,vietjet air,vj,vjc,463,vj463,vjc463,,,,,,,53.0,,,
arrival,landed,han,vvnb,1,30.0,2024-02-26t16:45:00.000,2024-02-26t17:15:00.000,2024-02-26t17:15:00.000,2024-02-26t17:15:00.000,vca,vvct,2024-02-26t19:05:00.000,2024-02-26t19:14:00.000,2024-02-26t19:11:00.000,2024-02-26t19:11:00.000,2024-02-26t19:11:00.000,vietnam airlines,vn,hvn,1207,vn1207,hvn1207,,,,,,,6.0,,,
arrival,unknown,han,vvnb,2,,2024-02-26t19:05:00.000,,,,vca,vvct,2024-02-26t21:10:00.000,,,,,,a1,a1,2467,a12467,a12467,vietjet air,vj,vjc,467,vj467,vjc467,,,,
arrival,unknown,han,vvnb,2,,2024-02-26t19:05:00.000,,,,vca,vvct,2024-02-26t21:10:00.000,,,,,flexflight,w2,fxt,4467,w24467,fxt4467,vietjet air,vj,vjc,467,vj467,vjc467,,,,
arrival,unknown,han,vvnb,2,,2024-02-26t19:05:00.000,,,,vca,vvct,2024-02-26t21:10:00.000,,,,,,h1,h1,4134,h14134,h14134,vietjet air,vj,vjc,467,vj467,vjc467,,,,
arrival,unknown,han,vvnb,2,,2024-02-26t19:05:00.000,,,,vca,vvct,2024-02-26t21:10:00.000,,,,,vietjet air,vj,vjc,467,vj467,vjc467,,,,,,,,,,
arrival,diverted,icn,rksi,1,103.0,2024-02-27t01:10:00.000,,,,vca,vvct,2024-02-27t05:00:00.000,,,,,,a1,a1,2955,a12955,a12955,vietjet air,vj,vjc,955,vj955,vjc955,,2024-02-27t02:53:00.000,112,
arrival,diverted,icn,rksi,1,103.0,2024-02-27t01:10:00.000,,,,vca,vvct,2024-02-27t05:00:00.000,,,,,flexflight,w2,fxt,4955,w24955,fxt4955,vietjet air,vj,vjc,955,vj955,vjc955,,2024-02-27t02:53:00.000,112,
arrival,diverted,icn,rksi,1,103.0,2024-02-27t01:10:00.000,,,,vca,vvct,2024-02-27t05:00:00.000,,,,,,h1,h1,4535,h14535,h14535,vietjet air,vj,vjc,955,vj955,vjc955,,2024-02-27t02:53:00.000,112,
arrival,diverted,icn,rksi,1,103.0,2024-02-27t01:10:00.000,,,,vca,vvct,2024-02-27t05:00:00.000,,,,,vietjet air,vj,vjc,955,vj955,vjc955,,,,,,,,2024-02-27t02:53:00.000,112,
arrival,landed,han,vvnb,2,112.0,2024-02-27t08:45:00.000,2024-02-27t10:36:00.000,2024-02-27t10:36:00.000,2024-02-27t10:36:00.000,vca,vvct,2024-02-27t10:50:00.000,2024-02-27t12:28:00.000,,,,,a1,a1,2461,a12461,a12461,vietjet air,vj,vjc,461,vj461,vjc461,99.0,,,
arrival,landed,han,vvnb,2,112.0,2024-02-27t08:45:00.000,2024-02-27t10:36:00.000,2024-02-27t10:36:00.000,2024-02-27t10:36:00.000,vca,vvct,2024-02-27t10:50:00.000,2024-02-27t12:28:00.000,,,,flexflight,w2,fxt,4461,w24461,fxt4461,vietjet air,vj,vjc,461,vj461,vjc461,99.0,,,
arrival,landed,han,vvnb,2,112.0,2024-02-27t08:45:00.000,2024-02-27t10:36:00.000,2024-02-27t10:36:00.000,2024-02-27t10:36:00.000,vca,vvct,2024-02-27t10:50:00.000,2024-02-27t12:28:00.000,,,,,h1,h1,4331,h14331,h14331,vietjet air,vj,vjc,461,vj461,vjc461,99.0,,,
arrival,landed,han,vvnb,2,112.0,2024-02-27t08:45:00.000,2024-02-27t10:36:00.000,2024-02-27t10:36:00.000,2024-02-27t10:36:00.000,vca,vvct,2024-02-27t10:50:00.000,2024-02-27t12:28:00.000,,,,vietjet air,vj,vjc,461,vj461,vjc461,,,,,,,99.0,,,
arrival,landed,dad,vvdn,1,28.0,2024-02-27t11:00:00.000,2024-02-27t11:28:00.000,2024-02-27t11:28:00.000,2024-02-27t11:28:00.000,vca,vvct,2024-02-27t12:40:00.000,2024-02-27t12:37:00.000,2024-02-27t12:39:00.000,2024-02-27t12:39:00.000,2024-02-27t12:39:00.000,vietnam airlines,vn,hvn,1441,vn1441,hvn1441,,,,,,,,2024-02-27t11:15:00.000,,
arrival,landed,han,vvnb,1,13.0,2024-02-27t11:15:00.000,2024-02-27t11:27:00.000,2024-02-27t11:27:00.000,2024-02-27t11:27:00.000,vca,vvct,2024-02-27t13:30:00.000,2024-02-27t13:19:00.000,2024-02-27t13:19:00.000,2024-02-27t13:19:00.000,2024-02-27t13:19:00.000,vietnam airlines,vn,hvn,1203,vn1203,hvn1203,,,,,,,,,,
arrival,landed,vcs,vvcs,,,2024-02-27t12:50:00.000,2024-02-27t12:49:00.000,2024-02-27t12:49:00.000,2024-02-27t12:49:00.000,vca,vvct,2024-02-27t13:50:00.000,,2024-02-27t13:30:00.000,2024-02-27t13:30:00.000,2024-02-27t13:30:00.000,vasco,0v,vfc,8071,0v8071,vfc8071,,,,,,,,,,
arrival,landed,vii,vvvh,,9.0,2024-02-27t12:40:00.000,2024-02-27t12:49:00.000,2024-02-27t12:49:00.000,2024-02-27t12:49:00.000,vca,vvct,2024-02-27t14:30:00.000,2024-02-27t14:23:00.000,2024-02-27t14:27:00.000,2024-02-27t14:27:00.000,2024-02-27t14:27:00.000,,a1,a1,2481,a12481,a12481,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,landed,vii,vvvh,,9.0,2024-02-27t12:40:00.000,2024-02-27t12:49:00.000,2024-02-27t12:49:00.000,2024-02-27t12:49:00.000,vca,vvct,2024-02-27t14:30:00.000,2024-02-27t14:23:00.000,2024-02-27t14:27:00.000,2024-02-27t14:27:00.000,2024-02-27t14:27:00.000,flexflight,w2,fxt,4481,w24481,fxt4481,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,landed,vii,vvvh,,9.0,2024-02-27t12:40:00.000,2024-02-27t12:49:00.000,2024-02-27t12:49:00.000,2024-02-27t12:49:00.000,vca,vvct,2024-02-27t14:30:00.000,2024-02-27t14:23:00.000,2024-02-27t14:27:00.000,2024-02-27t14:27:00.000,2024-02-27t14:27:00.000,,h1,h1,4333,h14333,h14333,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,landed,vii,vvvh,,9.0,2024-02-27t12:40:00.000,2024-02-27t12:49:00.000,2024-02-27t12:49:00.000,2024-02-27t12:49:00.000,vca,vvct,2024-02-27t14:30:00.000,2024-02-27t14:23:00.000,2024-02-27t14:27:00.000,2024-02-27t14:27:00.000,2024-02-27t14:27:00.000,vietjet air,vj,vjc,481,vj481,vjc481,,,,,,,,,,
arrival,landed,han,vvnb,2,11.0,2024-02-27t15:45:00.000,2024-02-27t15:55:00.000,2024-02-27t15:55:00.000,2024-02-27t15:55:00.000,vca,vvct,2024-02-27t17:55:00.000,2024-02-27t17:58:00.000,2024-02-27t17:51:00.000,2024-02-27t17:51:00.000,2024-02-27t17:51:00.000,,a1,a1,2463,a12463,a12463,vietjet air,vj,vjc,463,vj463,vjc463,,,,
arrival,landed,han,vvnb,2,11.0,2024-02-27t15:45:00.000,2024-02-27t15:55:00.000,2024-02-27t15:55:00.000,2024-02-27t15:55:00.000,vca,vvct,2024-02-27t17:55:00.000,2024-02-27t17:58:00.000,2024-02-27t17:51:00.000,2024-02-27t17:51:00.000,2024-02-27t17:51:00.000,flexflight,w2,fxt,4463,w24463,fxt4463,vietjet air,vj,vjc,463,vj463,vjc463,,,,
arrival,landed,han,vvnb,2,11.0,2024-02-27t15:45:00.000,2024-02-27t15:55:00.000,2024-02-27t15:55:00.000,2024-02-27t15:55:00.000,vca,vvct,2024-02-27t17:55:00.000,2024-02-27t17:58:00.000,2024-02-27t17:51:00.000,2024-02-27t17:51:00.000,2024-02-27t17:51:00.000,,h1,h1,4238,h14238,h14238,vietjet air,vj,vjc,463,vj463,vjc463,,,,
arrival,landed,han,vvnb,2,11.0,2024-02-27t15:45:00.000,2024-02-27t15:55:00.000,2024-02-27t15:55:00.000,2024-02-27t15:55:00.000,vca,vvct,2024-02-27t17:55:00.000,2024-02-27t17:58:00.000,2024-02-27t17:51:00.000,2024-02-27t17:51:00.000,2024-02-27t17:51:00.000,vietjet air,vj,vjc,463,vj463,vjc463,,,,,,,,,,
arrival,landed,hph,vvci,,5.0,2024-02-27t16:00:00.000,2024-02-27t16:05:00.000,2024-02-27t16:05:00.000,2024-02-27t16:05:00.000,vca,vvct,2024-02-27t18:05:00.000,2024-02-27t17:57:00.000,2024-02-27t17:59:00.000,2024-02-27t17:59:00.000,2024-02-27t17:59:00.000,,a1,a1,2489,a12489,a12489,vietjet air,vj,vjc,489,vj489,vjc489,,,,
arrival,landed,hph,vvci,,5.0,2024-02-27t16:00:00.000,2024-02-27t16:05:00.000,2024-02-27t16:05:00.000,2024-02-27t16:05:00.000,vca,vvct,2024-02-27t18:05:00.000,2024-02-27t17:57:00.000,2024-02-27t17:59:00.000,2024-02-27t17:59:00.000,2024-02-27t17:59:00.000,flexflight,w2,fxt,4489,w24489,fxt4489,vietjet air,vj,vjc,489,vj489,vjc489,,,,
arrival,landed,hph,vvci,,5.0,2024-02-27t16:00:00.000,2024-02-27t16:05:00.000,2024-02-27t16:05:00.000,2024-02-27t16:05:00.000,vca,vvct,2024-02-27t18:05:00.000,2024-02-27t17:57:00.000,2024-02-27t17:59:00.000,2024-02-27t17:59:00.000,2024-02-27t17:59:00.000,,h1,h1,4541,h14541,h14541,vietjet air,vj,vjc,489,vj489,vjc489,,,,
arrival,landed,hph,vvci,,5.0,2024-02-27t16:00:00.000,2024-02-27t16:05:00.000,2024-02-27t16:05:00.000,2024-02-27t16:05:00.000,vca,vvct,2024-02-27t18:05:00.000,2024-02-27t17:57:00.000,2024-02-27t17:59:00.000,2024-02-27t17:59:00.000,2024-02-27t17:59:00.000,vietjet air,vj,vjc,489,vj489,vjc489,,,,,,,,,,
arrival,landed,han,vvnb,1,19.0,2024-02-27t16:45:00.000,2024-02-27t17:04:00.000,2024-02-27t17:04:00.000,2024-02-27t17:04:00.000,vca,vvct,2024-02-27t19:05:00.000,2024-02-27t18:58:00.000,2024-02-27t19:00:00.000,2024-02-27t19:00:00.000,2024-02-27t19:00:00.000,vietnam airlines,vn,hvn,1207,vn1207,hvn1207,,,,,,,,,,
arrival,landed,icn,rksi,1,16.0,2024-02-28t01:10:00.000,2024-02-28t01:26:00.000,2024-02-28t01:26:00.000,2024-02-28t01:26:00.000,vca,vvct,2024-02-28t05:00:00.000,2024-02-28t04:41:00.000,2024-02-28t04:44:00.000,2024-02-28t04:44:00.000,2024-02-28t04:44:00.000,,a1,a1,2955,a12955,a12955,vietjet air,vj,vjc,955,vj955,vjc955,,2024-02-28t01:10:00.000,110,
arrival,landed,icn,rksi,1,16.0,2024-02-28t01:10:00.000,2024-02-28t01:26:00.000,2024-02-28t01:26:00.000,2024-02-28t01:26:00.000,vca,vvct,2024-02-28t05:00:00.000,2024-02-28t04:41:00.000,2024-02-28t04:44:00.000,2024-02-28t04:44:00.000,2024-02-28t04:44:00.000,flexflight,w2,fxt,4955,w24955,fxt4955,vietjet air,vj,vjc,955,vj955,vjc955,,2024-02-28t01:10:00.000,110,
arrival,landed,icn,rksi,1,16.0,2024-02-28t01:10:00.000,2024-02-28t01:26:00.000,2024-02-28t01:26:00.000,2024-02-28t01:26:00.000,vca,vvct,2024-02-28t05:00:00.000,2024-02-28t04:41:00.000,2024-02-28t04:44:00.000,2024-02-28t04:44:00.000,2024-02-28t04:44:00.000,,h1,h1,4535,h14535,h14535,vietjet air,vj,vjc,955,vj955,vjc955,,2024-02-28t01:10:00.000,110,
arrival,landed,icn,rksi,1,16.0,2024-02-28t01:10:00.000,2024-02-28t01:26:00.000,2024-02-28t01:26:00.000,2024-02-28t01:26:00.000,vca,vvct,2024-02-28t05:00:00.000,2024-02-28t04:41:00.000,2024-02-28t04:44:00.000,2024-02-28t04:44:00.000,2024-02-28t04:44:00.000,vietjet air,vj,vjc,955,vj955,vjc955,,,,,,,,2024-02-28t01:10:00.000,110,
arrival,unknown,vii,vvvh,,,2024-02-28t08:50:00.000,,,,vca,vvct,2024-02-28t10:40:00.000,,,,,,a1,a1,2481,a12481,a12481,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,unknown,vii,vvvh,,,2024-02-28t08:50:00.000,,,,vca,vvct,2024-02-28t10:40:00.000,,,,,flexflight,w2,fxt,4481,w24481,fxt4481,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,unknown,vii,vvvh,,,2024-02-28t08:50:00.000,,,,vca,vvct,2024-02-28t10:40:00.000,,,,,,h1,h1,4333,h14333,h14333,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,unknown,vii,vvvh,,,2024-02-28t08:50:00.000,,,,vca,vvct,2024-02-28t10:40:00.000,,,,,vietjet air,vj,vjc,481,vj481,vjc481,,,,,,,,,,
arrival,landed,han,vvnb,2,23.0,2024-02-28t08:45:00.000,2024-02-28t09:07:00.000,2024-02-28t09:07:00.000,2024-02-28t09:07:00.000,vca,vvct,2024-02-28t10:50:00.000,2024-02-28t10:56:00.000,2024-02-28t11:01:00.000,2024-02-28t11:01:00.000,2024-02-28t11:01:00.000,,a1,a1,2461,a12461,a12461,vietjet air,vj,vjc,461,vj461,vjc461,11.0,,,
arrival,landed,han,vvnb,2,23.0,2024-02-28t08:45:00.000,2024-02-28t09:07:00.000,2024-02-28t09:07:00.000,2024-02-28t09:07:00.000,vca,vvct,2024-02-28t10:50:00.000,2024-02-28t10:56:00.000,2024-02-28t11:01:00.000,2024-02-28t11:01:00.000,2024-02-28t11:01:00.000,flexflight,w2,fxt,4461,w24461,fxt4461,vietjet air,vj,vjc,461,vj461,vjc461,11.0,,,
arrival,landed,han,vvnb,2,23.0,2024-02-28t08:45:00.000,2024-02-28t09:07:00.000,2024-02-28t09:07:00.000,2024-02-28t09:07:00.000,vca,vvct,2024-02-28t10:50:00.000,2024-02-28t10:56:00.000,2024-02-28t11:01:00.000,2024-02-28t11:01:00.000,2024-02-28t11:01:00.000,,h1,h1,4331,h14331,h14331,vietjet air,vj,vjc,461,vj461,vjc461,11.0,,,
arrival,landed,han,vvnb,2,23.0,2024-02-28t08:45:00.000,2024-02-28t09:07:00.000,2024-02-28t09:07:00.000,2024-02-28t09:07:00.000,vca,vvct,2024-02-28t10:50:00.000,2024-02-28t10:56:00.000,2024-02-28t11:01:00.000,2024-02-28t11:01:00.000,2024-02-28t11:01:00.000,vietjet air,vj,vjc,461,vj461,vjc461,,,,,,,11.0,,,
arrival,landed,dad,vvdn,1,11.0,2024-02-28t11:00:00.000,2024-02-28t11:11:00.000,2024-02-28t11:11:00.000,2024-02-28t11:11:00.000,vca,vvct,2024-02-28t12:40:00.000,2024-02-28t12:29:00.000,2024-02-28t12:24:00.000,2024-02-28t12:24:00.000,2024-02-28t12:24:00.000,vietnam airlines,vn,hvn,1441,vn1441,hvn1441,,,,,,,,,,
