type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.delay,departure.scheduledTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.delay,departure.estimatedTime,departure.gate,error
arrival,landed,icn,rksi,1,,2024-01-30t01:10:00.000,2024-01-30t01:10:00.000,2024-01-30t01:10:00.000,2024-01-30t01:10:00.000,vca,vvct,2024-01-30t05:00:00.000,2024-01-30t04:43:00.000,2024-01-30t04:46:00.000,2024-01-30t04:46:00.000,2024-01-30t04:46:00.000,flexflight,w2,fxt,4955,w24955,fxt4955,vietjet air,vj,vjc,955,vj955,vjc955,,2024-01-30t01:10:00.000,110,
arrival,landed,icn,rksi,1,,2024-01-30t01:10:00.000,2024-01-30t01:10:00.000,2024-01-30t01:10:00.000,2024-01-30t01:10:00.000,vca,vvct,2024-01-30t05:00:00.000,2024-01-30t04:43:00.000,2024-01-30t04:46:00.000,2024-01-30t04:46:00.000,2024-01-30t04:46:00.000,,h1,h1,4535,h14535,h14535,vietjet air,vj,vjc,955,vj955,vjc955,,2024-01-30t01:10:00.000,110,
arrival,landed,icn,rksi,1,,2024-01-30t01:10:00.000,2024-01-30t01:10:00.000,2024-01-30t01:10:00.000,2024-01-30t01:10:00.000,vca,vvct,2024-01-30t05:00:00.000,2024-01-30t04:43:00.000,2024-01-30t04:46:00.000,2024-01-30t04:46:00.000,2024-01-30t04:46:00.000,vietjet air,vj,vjc,955,vj955,vjc955,,,,,,,,2024-01-30t01:10:00.000,110,
arrival,landed,han,vvnb,t1,17.0,2024-01-30t06:35:00.000,2024-01-30t06:52:00.000,2024-01-30t06:52:00.000,2024-01-30t06:52:00.000,vca,vvct,2024-01-30t08:55:00.000,2024-01-30t08:44:00.000,2024-01-30t08:48:00.000,2024-01-30t08:48:00.000,2024-01-30t08:48:00.000,vietnam airlines,vn,hvn,1201,vn1201,hvn1201,,,,,,,,,,
arrival,landed,han,vvnb,t1,102.0,2024-01-30t08:45:00.000,2024-01-30t10:26:00.000,2024-01-30t10:26:00.000,2024-01-30t10:26:00.000,vca,vvct,2024-01-30t10:50:00.000,2024-01-30t12:20:00.000,,,,,a1,a1,2461,a12461,a12461,vietjet air,vj,vjc,461,vj461,vjc461,90.0,,,
arrival,landed,han,vvnb,t1,102.0,2024-01-30t08:45:00.000,2024-01-30t10:26:00.000,2024-01-30t10:26:00.000,2024-01-30t10:26:00.000,vca,vvct,2024-01-30t10:50:00.000,2024-01-30t12:20:00.000,,,,flexflight,w2,fxt,4461,w24461,fxt4461,vietjet air,vj,vjc,461,vj461,vjc461,90.0,,,
arrival,landed,han,vvnb,t1,102.0,2024-01-30t08:45:00.000,2024-01-30t10:26:00.000,2024-01-30t10:26:00.000,2024-01-30t10:26:00.000,vca,vvct,2024-01-30t10:50:00.000,2024-01-30t12:20:00.000,,,,,h1,h1,4331,h14331,h14331,vietjet air,vj,vjc,461,vj461,vjc461,90.0,,,
arrival,landed,han,vvnb,t1,102.0,2024-01-30t08:45:00.000,2024-01-30t10:26:00.000,2024-01-30t10:26:00.000,2024-01-30t10:26:00.000,vca,vvct,2024-01-30t10:50:00.000,2024-01-30t12:20:00.000,,,,vietjet air,vj,vjc,461,vj461,vjc461,,,,,,,90.0,,,
arrival,landed,han,vvnb,t1,10.0,2024-01-30t11:15:00.000,2024-01-30t11:24:00.000,2024-01-30t11:24:00.000,2024-01-30t11:24:00.000,vca,vvct,2024-01-30t13:30:00.000,2024-01-30t13:15:00.000,2024-01-30t13:11:00.000,2024-01-30t13:11:00.000,2024-01-30t13:11:00.000,vietnam airlines,vn,hvn,1203,vn1203,hvn1203,,,,,,,,,,
arrival,landed,vcs,vvcs,,4.0,2024-01-30t12:50:00.000,2024-01-30t12:53:00.000,2024-01-30t12:53:00.000,2024-01-30t12:53:00.000,vca,vvct,2024-01-30t13:50:00.000,2024-01-30t13:31:00.000,2024-01-30t13:31:00.000,2024-01-30t13:31:00.000,2024-01-30t13:31:00.000,vasco,0v,vfc,8071,0v8071,vfc8071,,,,,,,,,,
arrival,landed,vii,vvvh,,,2024-01-30t12:40:00.000,2024-01-30t12:35:00.000,2024-01-30t12:35:00.000,2024-01-30t12:35:00.000,vca,vvct,2024-01-30t14:30:00.000,2024-01-30t14:10:00.000,2024-01-30t14:15:00.000,2024-01-30t14:15:00.000,2024-01-30t14:15:00.000,,a1,a1,2481,a12481,a12481,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,landed,vii,vvvh,,,2024-01-30t12:40:00.000,2024-01-30t12:35:00.000,2024-01-30t12:35:00.000,2024-01-30t12:35:00.000,vca,vvct,2024-01-30t14:30:00.000,2024-01-30t14:10:00.000,2024-01-30t14:15:00.000,2024-01-30t14:15:00.000,2024-01-30t14:15:00.000,flexflight,w2,fxt,4481,w24481,fxt4481,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,landed,vii,vvvh,,,2024-01-30t12:40:00.000,2024-01-30t12:35:00.000,2024-01-30t12:35:00.000,2024-01-30t12:35:00.000,vca,vvct,2024-01-30t14:30:00.000,2024-01-30t14:10:00.000,2024-01-30t14:15:00.000,2024-01-30t14:15:00.000,2024-01-30t14:15:00.000,,h1,h1,4333,h14333,h14333,vietjet air,vj,vjc,481,vj481,vjc481,,,,
arrival,landed,vii,vvvh,,,2024-01-30t12:40:00.000,2024-01-30t12:35:00.000,2024-01-30t12:35:00.000,2024-01-30t12:35:00.000,vca,vvct,2024-01-30t14:30:00.000,2024-01-30t14:10:00.000,2024-01-30t14:15:00.000,2024-01-30t14:15:00.000,2024-01-30t14:15:00.000,vietjet air,vj,vjc,481,vj481,vjc481,,,,,,,,,,
arrival,landed,han,vvnb,t1,51.0,2024-01-30t15:45:00.000,2024-01-30t16:35:00.000,2024-01-30t16:35:00.000,2024-01-30t16:35:00.000,vca,vvct,2024-01-30t17:55:00.000,2024-01-30t18:29:00.000,,,,,a1,a1,2463,a12463,a12463,vietjet air,vj,vjc,463,vj463,vjc463,34.0,2024-01-30t16:15:00.000,,
arrival,landed,han,vvnb,t1,51.0,2024-01-30t15:45:00.000,2024-01-30t16:35:00.000,2024-01-30t16:35:00.000,2024-01-30t16:35:00.000,vca,vvct,2024-01-30t17:55:00.000,2024-01-30t18:29:00.000,,,,flexflight,w2,fxt,4463,w24463,fxt4463,vietjet air,vj,vjc,463,vj463,vjc463,34.0,2024-01-30t16:15:00.000,,
arrival,landed,han,vvnb,t1,51.0,2024-01-30t15:45:00.000,2024-01-30t16:35:00.000,2024-01-30t16:35:00.000,2024-01-30t16:35:00.000,vca,vvct,2024-01-30t17:55:00.000,2024-01-30t18:29:00.000,,,,,h1,h1,4238,h14238,h14238,vietjet air,vj,vjc,463,vj463,vjc463,34.0,2024-01-30t16:15:00.000,,
arrival,landed,han,vvnb,t1,51.0,2024-01-30t15:45:00.000,2024-01-30t16:35:00.000,2024-01-30t16:35:00.000,2024-01-30t16:35:00.000,vca,vvct,2024-01-30t17:55:00.000,2024-01-30t18:29:00.000,,,,vietjet air,vj,vjc,463,vj463,vjc463,,,,,,,34.0,2024-01-30t16:15:00.000,,
arrival,landed,hph,vvci,,48.0,2024-01-30t16:00:00.000,2024-01-30t16:47:00.000,2024-01-30t16:47:00.000,2024-01-30t16:47:00.000,vca,vvct,2024-01-30t18:05:00.000,2024-01-30t18:35:00.000,,,,,a1,a1,2489,a12489,a12489,vietjet air,vj,vjc,489,vj489,vjc489,30.0,,,
arrival,landed,hph,vvci,,48.0,2024-01-30t16:00:00.000,2024-01-30t16:47:00.000,2024-01-30t16:47:00.000,2024-01-30t16:47:00.000,vca,vvct,2024-01-30t18:05:00.000,2024-01-30t18:35:00.000,,,,flexflight,w2,fxt,4489,w24489,fxt4489,vietjet air,vj,vjc,489,vj489,vjc489,30.0,,,
arrival,landed,hph,vvci,,48.0,2024-01-30t16:00:00.000,2024-01-30t16:47:00.000,2024-01-30t16:47:00.000,2024-01-30t16:47:00.000,vca,vvct,2024-01-30t18:05:00.000,2024-01-30t18:35:00.000,,,,,h1,h1,4541,h14541,h14541,vietjet air,vj,vjc,489,vj489,vjc489,30.0,,,
arrival,landed,hph,vvci,,48.0,2024-01-30t16:00:00.000,2024-01-30t16:47:00.000,2024-01-30t16:47:00.000,2024-01-30t16:47:00.000,vca,vvct,2024-01-30t18:05:00.000,2024-01-30t18:35:00.000,,,,vietjet air,vj,vjc,489,vj489,vjc489,,,,,,,30.0,,,
arrival,landed,han,vvnb,t1,10.0,2024-01-30t18:05:00.000,2024-01-30t18:15:00.000,2024-01-30t18:15:00.000,2024-01-30t18:15:00.000,vca,vvct,2024-01-30t20:10:00.000,2024-01-30t20:05:00.000,2024-01-30t20:06:00.000,2024-01-30t20:06:00.000,2024-01-30t20:06:00.000,,a1,a1,2467,a12467,a12467,vietjet air,vj,vjc,467,vj467,vjc467,,,,
arrival,landed,han,vvnb,t1,10.0,2024-01-30t18:05:00.000,2024-01-30t18:15:00.000,2024-01-30t18:15:00.000,2024-01-30t18:15:00.000,vca,vvct,2024-01-30t20:10:00.000,2024-01-30t20:05:00.000,2024-01-30t20:06:00.000,2024-01-30t20:06:00.000,2024-01-30t20:06:00.000,flexflight,w2,fxt,4467,w24467,fxt4467,vietjet air,vj,vjc,467,vj467,vjc467,,,,
arrival,landed,han,vvnb,t1,10.0,2024-01-30t18:05:00.000,2024-01-30t18:15:00.000,2024-01-30t18:15:00.000,2024-01-30t18:15:00.000,vca,vvct,2024-01-30t20:10:00.000,2024-01-30t20:05:00.000,2024-01-30t20:06:00.000,2024-01-30t20:06:00.000,2024-01-30t20:06:00.000,,h1,h1,4134,h14134,h14134,vietjet air,vj,vjc,467,vj467,vjc467,,,,
arrival,landed,han,vvnb,t1,10.0,2024-01-30t18:05:00.000,2024-01-30t18:15:00.000,2024-01-30t18:15:00.000,2024-01-30t18:15:00.000,vca,vvct,2024-01-30t20:10:00.000,2024-01-30t20:05:00.000,2024-01-30t20:06:00.000,2024-01-30t20:06:00.000,2024-01-30t20:06:00.000,vietjet air,vj,vjc,467,vj467,vjc467,,,,,,,,,,
arrival,landed,icn,rksi,1,9.0,2024-01-31t01:10:00.000,2024-01-31t01:18:00.000,2024-01-31t01:18:00.000,2024-01-31t01:18:00.000,vca,vvct,2024-01-31t05:00:00.000,2024-01-31t04:58:00.000,2024-01-31t05:00:00.000,2024-01-31t05:00:00.000,2024-01-31t05:00:00.000,,a1,a1,2955,a12955,a12955,vietjet air,vj,vjc,955,vj955,vjc955,,2024-01-31t01:10:00.000,105,
arrival,landed,icn,rksi,1,9.0,2024-01-31t01:10:00.000,2024-01-31t01:18:00.000,2024-01-31t01:18:00.000,2024-01-31t01:18:00.000,vca,vvct,2024-01-31t05:00:00.000,2024-01-31t04:58:00.000,2024-01-31t05:00:00.000,2024-01-31t05:00:00.000,2024-01-31t05:00:00.000,flexflight,w2,fxt,4955,w24955,fxt4955,vietjet air,vj,vjc,955,vj955,vjc955,,2024-01-31t01:10:00.000,105,
arrival,landed,icn,rksi,1,9.0,2024-01-31t01:10:00.000,2024-01-31t01:18:00.000,2024-01-31t01:18:00.000,2024-01-31t01:18:00.000,vca,vvct,2024-01-31t05:00:00.000,2024-01-31t04:58:00.000,2024-01-31t05:00:00.000,2024-01-31t05:00:00.000,2024-01-31t05:00:00.000,,h1,h1,4535,h14535,h14535,vietjet air,vj,vjc,955,vj955,vjc955,,2024-01-31t01:10:00.000,105,
arrival,landed,icn,rksi,1,9.0,2024-01-31t01:10:00.000,2024-01-31t01:18:00.000,2024-01-31t01:18:00.000,2024-01-31t01:18:00.000,vca,vvct,2024-01-31t05:00:00.000,2024-01-31t04:58:00.000,2024-01-31t05:00:00.000,2024-01-31t05:00:00.000,2024-01-31t05:00:00.000,vietjet air,vj,vjc,955,vj955,vjc955,,,,,,,,2024-01-31t01:10:00.000,105,
arrival,landed,vii,vvvh,,28.0,2024-01-31t08:50:00.000,2024-01-31t09:18:00.000,2024-01-31t09:18:00.000,2024-01-31t09:18:00.000,vca,vvct,2024-01-31t10:40:00.000,2024-01-31t10:54:00.000,2024-01-31t11:00:00.000,2024-01-31t11:00:00.000,2024-01-31t11:00:00.000,,a1,a1,2481,a12481,a12481,vietjet air,vj,vjc,481,vj481,vjc481,21.0,,,
arrival,landed,vii,vvvh,,28.0,2024-01-31t08:50:00.000,2024-01-31t09:18:00.000,2024-01-31t09:18:00.000,2024-01-31t09:18:00.000,vca,vvct,2024-01-31t10:40:00.000,2024-01-31t10:54:00.000,2024-01-31t11:00:00.000,2024-01-31t11:00:00.000,2024-01-31t11:00:00.000,flexflight,w2,fxt,4481,w24481,fxt4481,vietjet air,vj,vjc,481,vj481,vjc481,21.0,,,
arrival,landed,vii,vvvh,,28.0,2024-01-31t08:50:00.000,2024-01-31t09:18:00.000,2024-01-31t09:18:00.000,2024-01-31t09:18:00.000,vca,vvct,2024-01-31t10:40:00.000,2024-01-31t10:54:00.000,2024-01-31t11:00:00.000,2024-01-31t11:00:00.000,2024-01-31t11:00:00.000,,h1,h1,4333,h14333,h14333,vietjet air,vj,vjc,481,vj481,vjc481,21.0,,,
arrival,landed,vii,vvvh,,28.0,2024-01-31t08:50:00.000,2024-01-31t09:18:00.000,2024-01-31t09:18:00.000,2024-01-31t09:18:00.000,vca,vvct,2024-01-31t10:40:00.000,2024-01-31t10:54:00.000,2024-01-31t11:00:00.000,2024-01-31t11:00:00.000,2024-01-31t11:00:00.000,vietjet air,vj,vjc,481,vj481,vjc481,,,,,,,21.0,,,
arrival,landed,han,vvnb,t1,15.0,2024-01-31t08:45:00.000,2024-01-31t08:59:00.000,2024-01-31t08:59:00.000,2024-01-31t08:59:00.000,vca,vvct,2024-01-31t10:50:00.000,2024-01-31t10:48:00.000,2024-01-31t10:52:00.000,2024-01-31t10:52:00.000,2024-01-31t10:52:00.000,,a1,a1,2461,a12461,a12461,vietjet air,vj,vjc,461,vj461,vjc461,2.0,,,
arrival,landed,han,vvnb,t1,15.0,2024-01-31t08:45:00.000,2024-01-31t08:59:00.000,2024-01-31t08:59:00.000,2024-01-31t08:59:00.000,vca,vvct,2024-01-31t10:50:00.000,2024-01-31t10:48:00.000,2024-01-31t10:52:00.000,2024-01-31t10:52:00.000,2024-01-31t10:52:00.000,flexflight,w2,fxt,4461,w24461,fxt4461,vietjet air,vj,vjc,461,vj461,vjc461,2.0,,,
arrival,landed,han,vvnb,t1,15.0,2024-01-31t08:45:00.000,2024-01-31t08:59:00.000,2024-01-31t08:59:00.000,2024-01-31t08:59:00.000,vca,vvct,2024-01-31t10:50:00.000,2024-01-31t10:48:00.000,2024-01-31t10:52:00.000,2024-01-31t10:52:00.000,2024-01-31t10:52:00.000,,h1,h1,4331,h14331,h14331,vietjet air,vj,vjc,461,vj461,vjc461,2.0,,,
arrival,landed,han,vvnb,t1,15.0,2024-01-31t08:45:00.000,2024-01-31t08:59:00.000,2024-01-31t08:59:00.000,2024-01-31t08:59:00.000,vca,vvct,2024-01-31t10:50:00.000,2024-01-31t10:48:00.000,2024-01-31t10:52:00.000,2024-01-31t10:52:00.000,2024-01-31t10:52:00.000,vietjet air,vj,vjc,461,vj461,vjc461,,,,,,,2.0,,,
arrival,landed,han,vvnb,t1,12.0,2024-01-31t11:15:00.000,2024-01-31t11:27:00.000,2024-01-31t11:27:00.000,2024-01-31t11:27:00.000,vca,vvct,2024-01-31t13:30:00.000,2024-01-31t13:19:00.000,2024-01-31t13:20:00.000,2024-01-31t13:20:00.000,2024-01-31t13:20:00.000,vietnam airlines,vn,hvn,1203,vn1203,hvn1203,,,,,,,,,,
arrival,landed,vcs,vvcs,,,2024-01-31t12:50:00.000,2024-01-31t12:46:00.000,2024-01-31t12:46:00.000,2024-01-31t12:46:00.000,vca,vvct,2024-01-31t13:50:00.000,2024-01-31t13:24:00.000,2024-01-31t13:31:00.000,2024-01-31t13:31:00.000,2024-01-31t13:31:00.000,vasco,0v,vfc,8071,0v8071,vfc8071,,,,,,,,,,
arrival,landed,dad,vvdn,2,33.0,2024-01-31t13:45:00.000,2024-01-31t14:17:00.000,2024-01-31t14:17:00.000,2024-01-31t14:17:00.000,vca,vvct,2024-01-31t15:15:00.000,2024-01-31t15:29:00.000,2024-01-31t15:33:00.000,2024-01-31t15:33:00.000,2024-01-31t15:33:00.000,,a1,a1,2703,a12703,a12703,vietjet air,vj,vjc,703,vj703,vjc703,19.0,,,
arrival,landed,dad,vvdn,2,33.0,2024-01-31t13:45:00.000,2024-01-31t14:17:00.000,2024-01-31t14:17:00.000,2024-01-31t14:17:00.000,vca,vvct,2024-01-31t15:15:00.000,2024-01-31t15:29:00.000,2024-01-31t15:33:00.000,2024-01-31t15:33:00.000,2024-01-31t15:33:00.000,flexflight,w2,fxt,4703,w24703,fxt4703,vietjet air,vj,vjc,703,vj703,vjc703,19.0,,,
arrival,landed,dad,vvdn,2,33.0,2024-01-31t13:45:00.000,2024-01-31t14:17:00.000,2024-01-31t14:17:00.000,2024-01-31t14:17:00.000,vca,vvct,2024-01-31t15:15:00.000,2024-01-31t15:29:00.000,2024-01-31t15:33:00.000,2024-01-31t15:33:00.000,2024-01-31t15:33:00.000,,h1,h1,4405,h14405,h14405,vietjet air,vj,vjc,703,vj703,vjc703,19.0,,,
arrival,landed,dad,vvdn,2,33.0,2024-01-31t13:45:00.000,2024-01-31t14:17:00.000,2024-01-31t14:17:00.000,2024-01-31t14:17:00.000,vca,vvct,2024-01-31t15:15:00.000,2024-01-31t15:29:00.000,2024-01-31t15:33:00.000,2024-01-31t15:33:00.000,2024-01-31t15:33:00.000,vietjet air,vj,vjc,703,vj703,vjc703,,,,,,,19.0,,,
arrival,landed,han,vvnb,t1,37.0,2024-01-31t15:45:00.000,2024-01-31t16:22:00.000,2024-01-31t16:22:00.000,2024-01-31t16:22:00.000,vca,vvct,2024-01-31t17:55:00.000,2024-01-31t18:22:00.000,,,,,a1,a1,2463,a12463,a12463,vietjet air,vj,vjc,463,vj463,vjc463,28.0,,,
arrival,landed,han,vvnb,t1,37.0,2024-01-31t15:45:00.000,2024-01-31t16:22:00.000,2024-01-31t16:22:00.000,2024-01-31t16:22:00.000,vca,vvct,2024-01-31t17:55:00.000,2024-01-31t18:22:00.000,,,,flexflight,w2,fxt,4463,w24463,fxt4463,vietjet air,vj,vjc,463,vj463,vjc463,28.0,,,
arrival,landed,han,vvnb,t1,37.0,2024-01-31t15:45:00.000,2024-01-31t16:22:00.000,2024-01-31t16:22:00.000,2024-01-31t16:22:00.000,vca,vvct,2024-01-31t17:55:00.000,2024-01-31t18:22:00.000,,,,,h1,h1,4238,h14238,h14238,vietjet air,vj,vjc,463,vj463,vjc463,28.0,,,
arrival,landed,han,vvnb,t1,37.0,2024-01-31t15:45:00.000,2024-01-31t16:22:00.000,2024-01-31t16:22:00.000,2024-01-31t16:22:00.000,vca,vvct,2024-01-31t17:55:00.000,2024-01-31t18:22:00.000,,,,vietjet air,vj,vjc,463,vj463,vjc463,,,,,,,28.0,,,
arrival,landed,han,vvnb,t1,14.0,2024-01-31t16:45:00.000,2024-01-31t16:58:00.000,2024-01-31t16:58:00.000,2024-01-31t16:58:00.000,vca,vvct,2024-01-31t19:05:00.000,2024-01-31t18:54:00.000,2024-01-31t18:59:00.000,2024-01-31t18:59:00.000,2024-01-31t18:59:00.000,vietnam airlines,vn,hvn,1207,vn1207,hvn1207,,,,,,,,,,
arrival,landed,han,vvnb,t1,16.0,2024-01-31t19:05:00.000,2024-01-31t19:20:00.000,2024-01-31t19:20:00.000,2024-01-31t19:20:00.000,vca,vvct,2024-01-31t21:10:00.000,2024-01-31t21:19:00.000,2024-01-31t21:21:00.000,2024-01-31t21:21:00.000,2024-01-31t21:21:00.000,,a1,a1,2467,a12467,a12467,vietjet air,vj,vjc,467,vj467,vjc467,12.0,,,
arrival,landed,han,vvnb,t1,16.0,2024-01-31t19:05:00.000,2024-01-31t19:20:00.000,2024-01-31t19:20:00.000,2024-01-31t19:20:00.000,vca,vvct,2024-01-31t21:10:00.000,2024-01-31t21:19:00.000,2024-01-31t21:21:00.000,2024-01-31t21:21:00.000,2024-01-31t21:21:00.000,flexflight,w2,fxt,4467,w24467,fxt4467,vietjet air,vj,vjc,467,vj467,vjc467,12.0,,,
arrival,landed,han,vvnb,t1,16.0,2024-01-31t19:05:00.000,2024-01-31t19:20:00.000,2024-01-31t19:20:00.000,2024-01-31t19:20:00.000,vca,vvct,2024-01-31t21:10:00.000,2024-01-31t21:19:00.000,2024-01-31t21:21:00.000,2024-01-31t21:21:00.000,2024-01-31t21:21:00.000,,h1,h1,4134,h14134,h14134,vietjet air,vj,vjc,467,vj467,vjc467,12.0,,,
arrival,landed,han,vvnb,t1,16.0,2024-01-31t19:05:00.000,2024-01-31t19:20:00.000,2024-01-31t19:20:00.000,2024-01-31t19:20:00.000,vca,vvct,2024-01-31t21:10:00.000,2024-01-31t21:19:00.000,2024-01-31t21:21:00.000,2024-01-31t21:21:00.000,2024-01-31t21:21:00.000,vietjet air,vj,vjc,467,vj467,vjc467,,,,,,,12.0,,,
arrival,landed,tpe,rctp,1,27.0,2024-01-31t19:55:00.000,2024-01-31t20:21:00.000,2024-01-31t20:21:00.000,2024-01-31t20:21:00.000,vca,vvct,2024-01-31t22:45:00.000,2024-01-31t22:40:00.000,,,,,h1,h1,5182,h15182,h15182,vietjet air,vj,vjc,867,vj867,vjc867,,2024-01-31t19:55:00.000,b3,
arrival,landed,tpe,rctp,1,27.0,2024-01-31t19:55:00.000,2024-01-31t20:21:00.000,2024-01-31t20:21:00.000,2024-01-31t20:21:00.000,vca,vvct,2024-01-31t22:45:00.000,2024-01-31t22:40:00.000,,,,,a1,a1,2867,a12867,a12867,vietjet air,vj,vjc,867,vj867,vjc867,,2024-01-31t19:55:00.000,b3,
arrival,landed,tpe,rctp,1,27.0,2024-01-31t19:55:00.000,2024-01-31t20:21:00.000,2024-01-31t20:21:00.000,2024-01-31t20:21:00.000,vca,vvct,2024-01-31t22:45:00.000,2024-01-31t22:40:00.000,,,,flexflight,w2,fxt,4867,w24867,fxt4867,vietjet air,vj,vjc,867,vj867,vjc867,,2024-01-31t19:55:00.000,b3,
arrival,landed,tpe,rctp,1,27.0,2024-01-31t19:55:00.000,2024-01-31t20:21:00.000,2024-01-31t20:21:00.000,2024-01-31t20:21:00.000,vca,vvct,2024-01-31t22:45:00.000,2024-01-31t22:40:00.000,,,,vietjet air,vj,vjc,867,vj867,vjc867,,,,,,,,2024-01-31t19:55:00.000,b3,
arrival,landed,han,vvnb,t1,8.0,2024-02-01t06:35:00.000,2024-02-01t06:43:00.000,2024-02-01t06:43:00.000,2024-02-01t06:43:00.000,vca,vvct,2024-02-01t08:55:00.000,2024-02-01t08:40:00.000,2024-02-01t08:42:00.000,2024-02-01t08:42:00.000,2024-02-01t08:42:00.000,vietnam airlines,vn,hvn,1201,vn1201,hvn1201,,,,,,,,,,
arrival,landed,han,vvnb,t1,101.0,2024-02-01t08:45:00.000,2024-02-01t10:26:00.000,2024-02-01t10:26:00.000,2024-02-01t10:26:00.000,vca,vvct,2024-02-01t10:50:00.000,2024-02-01t12:20:00.000,,,,,a1,a1,2461,a12461,a12461,vietjet air,vj,vjc,461,vj461,vjc461,90.0,,,
arrival,landed,han,vvnb,t1,101.0,2024-02-01t08:45:00.000,2024-02-01t10:26:00.000,2024-02-01t10:26:00.000,2024-02-01t10:26:00.000,vca,vvct,2024-02-01t10:50:00.000,2024-02-01t12:20:00.000,,,,flexflight,w2,fxt,4461,w24461,fxt4461,vietjet air,vj,vjc,461,vj461,vjc461,90.0,,,
arrival,landed,han,vvnb,t1,101.0,2024-02-01t08:45:00.000,2024-02-01t10:26:00.000,2024-02-01t10:26:00.000,2024-02-01t10:26:00.000,vca,vvct,2024-02-01t10:50:00.000,2024-02-01t12:20:00.000,,,,,h1,h1,4331,h14331,h14331,vietjet air,vj,vjc,461,vj461,vjc461,90.0,,,
arrival,landed,han,vvnb,t1,101.0,2024-02-01t08:45:00.000,2024-02-01t10:26:00.000,2024-02-01t10:26:00.000,2024-02-01t10:26:00.000,vca,vvct,2024-02-01t10:50:00.000,2024-02-01t12:20:00.000,,,,vietjet air,vj,vjc,461,vj461,vjc461,,,,,,,90.0,,,
arrival,landed,dad,vvdn,1,43.0,2024-02-01t11:00:00.000,2024-02-01t11:42:00.000,2024-02-01t11:42:00.000,2024-02-01t11:42:00.000,vca,vvct,2024-02-01t12:40:00.000,2024-02-01t13:01:00.000,2024-02-01t12:56:00.000,2024-02-01t12:56:00.000,2024-02-01t12:56:00.000,vietnam airlines,vn,hvn,1441,vn1441,hvn1441,,,,,,,16.0,,,
arrival,landed,han,vvnb,t1,16.0,2024-02-01t11:15:00.000,2024-02-01t11:31:00.000,2024-02-01t11:31:00.000,2024-02-01t11:31:00.000,vca,vvct,2024-02-01t13:30:00.000,2024-02-01t13:29:00.000,,,,vietnam airlines,vn,hvn,1203,vn1203,hvn1203,,,,,,,,,,
arrival,landed,vcs,vvcs,,3.0,2024-02-01t12:50:00.000,2024-02-01t12:53:00.000,2024-02-01t12:53:00.000,2024-02-01t12:53:00.000,vca,vvct,2024-02-01t13:50:00.000,2024-02-01t13:38:00.000,2024-02-01t13:38:00.000,2024-02-01t13:38:00.000,2024-02-01t13:38:00.000,vasco,0v,vfc,8071,0v8071,vfc8071,,,,,,,,,,
arrival,landed,han,vvnb,t1,50.0,2024-02-01t15:45:00.000,2024-02-01t16:34:00.000,2024-02-01t16:34:00.000,2024-02-01t16:34:00.000,vca,vvct,2024-02-01t17:55:00.000,2024-02-01t18:32:00.000,,,,,a1,a1,2463,a12463,a12463,vietjet air,vj,vjc,463,vj463,vjc463,37.0,2024-02-01t16:10:00.000,,
arrival,landed,han,vvnb,t1,50.0,2024-02-01t15:45:00.000,2024-02-01t16:34:00.000,2024-02-01t16:34:00.000,2024-02-01t16:34:00.000,vca,vvct,2024-02-01t17:55:00.000,2024-02-01t18:32:00.000,,,,flexflight,w2,fxt,4463,w24463,fxt4463,vietjet air,vj,vjc,463,vj463,vjc463,37.0,2024-02-01t16:10:00.000,,
arrival,landed,han,vvnb,t1,50.0,2024-02-01t15:45:00.000,2024-02-01t16:34:00.000,2024-02-01t16:34:00.000,2024-02-01t16:34:00.000,vca,vvct,2024-02-01t17:55:00.000,2024-02-01t18:32:00.000,,,,,h1,h1,4238,h14238,h14238,vietjet air,vj,vjc,463,vj463,vjc463,37.0,2024-02-01t16:10:00.000,,
arrival,landed,han,vvnb,t1,50.0,2024-02-01t15:45:00.000,2024-02-01t16:34:00.000,2024-02-01t16:34:00.000,2024-02-01t16:34:00.000,vca,vvct,2024-02-01t17:55:00.000,2024-02-01t18:32:00.000,,,,vietjet air,vj,vjc,463,vj463,vjc463,,,,,,,37.0,2024-02-01t16:10:00.000,,
arrival,landed,hph,vvci,,27.0,2024-02-01t16:00:00.000,2024-02-01t16:26:00.000,2024-02-01t16:26:00.000,2024-02-01t16:26:00.000,vca,vvct,2024-02-01t18:05:00.000,2024-02-01t18:14:00.000,,,,,a1,a1,2489,a12489,a12489,vietjet air,vj,vjc,489,vj489,vjc489,9.0,2024-02-01t16:00:00.000,,
