,datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),relative_humidity (0-1),heating_degreeday (degC-Day),wind_speed (m/s),wind_direction (deg),total_cloud_cover (0-1),total_precipitation (mm of water equivalent),departure_itacode
7039,2024-08-20 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.85,25.41,0.69,0.0,2.07,234.02,0.88,0.1,dad
7040,2024-08-20 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.96,25.46,0.69,0.0,1.85,222.55,0.91,0.12,dad
7041,2024-08-20 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.14,25.19,0.71,0.0,3.27,237.29,0.91,0.49,dad
7042,2024-08-20 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.84,25.5,0.82,0.0,3.07,233.77,0.9,1.16,dad
7043,2024-08-20 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.57,25.98,0.86,0.0,2.25,246.49,0.98,0.08,dad
7044,2024-08-20 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.48,25.95,0.86,0.0,2.03,251.99,0.96,0.0,dad
7045,2024-08-20 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.23,25.97,0.88,0.0,2.43,227.51,0.98,0.0,dad
7046,2024-08-20 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.5,25.66,0.9,0.0,2.57,222.64,0.97,0.0,dad
7047,2024-08-20 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.38,25.5,0.9,0.0,2.34,226.03,0.93,0.0,dad
7048,2024-08-20 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.09,25.39,0.9,0.0,2.21,227.99,0.99,0.0,dad
7049,2024-08-20 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.75,25.42,0.92,0.0,1.95,221.39,1.0,0.0,dad
7050,2024-08-20 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.69,25.43,0.93,0.0,1.75,209.82,1.0,0.0,dad
7051,2024-08-20 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.86,25.56,0.93,0.0,1.99,210.17,1.0,0.0,dad
7052,2024-08-20 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.61,25.54,0.94,0.0,2.37,211.88,1.0,0.0,dad
7053,2024-08-20 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.7,25.67,0.94,0.0,2.7,226.5,0.97,0.0,dad
7054,2024-08-20 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.25,25.89,0.92,0.0,2.46,233.6,0.98,0.0,dad
7055,2024-08-20 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.04,25.8,0.93,0.0,1.57,230.68,0.99,0.0,dad
7056,2024-08-21 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.72,25.96,0.9,0.0,1.72,229.92,0.97,0.0,dad
7057,2024-08-21 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.78,26.27,0.86,0.0,2.35,237.08,0.97,0.0,dad
7058,2024-08-21 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.55,26.14,0.77,0.0,2.07,236.72,0.96,0.14,dad
7059,2024-08-21 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.97,26.31,0.76,0.0,1.96,233.73,0.95,0.08,dad
7060,2024-08-21 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.32,26.6,0.76,0.0,1.79,233.58,0.66,0.04,dad
7061,2024-08-21 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.44,27.19,0.74,0.0,1.77,240.73,0.86,0.1,dad
7062,2024-08-21 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.96,27.23,0.72,0.0,1.7,241.12,0.91,0.13,dad
7063,2024-08-21 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.97,27.23,0.72,0.0,1.6,242.48,0.65,0.14,dad
7064,2024-08-21 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.58,26.46,0.74,0.0,0.85,257.87,0.78,0.13,dad
7065,2024-08-21 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.26,25.65,0.81,0.0,3.72,233.49,0.93,2.7,dad
7066,2024-08-21 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.46,26.25,0.83,0.0,2.78,214.43,0.92,2.68,dad
7067,2024-08-21 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.98,25.96,0.84,0.0,1.81,184.33,0.94,0.14,dad
7068,2024-08-21 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.85,26.12,0.85,0.0,2.1,186.54,0.95,0.0,dad
7069,2024-08-21 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.33,26.13,0.88,0.0,1.95,179.93,0.93,0.0,dad
7070,2024-08-21 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.74,26.24,0.92,0.0,1.67,184.42,0.95,0.0,dad
7071,2024-08-21 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.83,26.27,0.91,0.0,1.68,195.44,0.96,0.0,dad
7072,2024-08-21 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.53,26.23,0.93,0.0,1.67,200.38,0.94,0.0,dad
7073,2024-08-21 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.95,25.62,0.92,0.0,1.41,207.79,0.94,0.0,dad
7074,2024-08-21 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.73,25.79,0.95,0.0,1.45,203.72,0.9,0.0,dad
7075,2024-08-21 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.76,25.7,0.94,0.0,1.63,196.23,0.99,0.0,dad
7076,2024-08-21 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.44,25.64,0.95,0.0,1.47,192.56,0.96,0.0,dad
7077,2024-08-21 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.29,25.3,0.94,0.0,1.59,200.14,0.86,0.0,dad
7078,2024-08-21 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.35,25.67,0.96,0.0,0.99,197.32,0.73,0.0,dad
7079,2024-08-21 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.47,25.47,0.94,0.0,0.77,215.18,0.81,0.0,dad
7080,2024-08-22 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.04,25.99,0.94,0.0,1.01,213.17,0.97,0.0,dad
7081,2024-08-22 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.07,26.14,0.89,0.0,1.31,200.71,0.99,0.0,dad
7082,2024-08-22 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.34,26.31,0.79,0.0,1.78,194.57,0.96,0.02,dad
7083,2024-08-22 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.92,25.99,0.75,0.0,1.75,182.96,0.96,0.06,dad
7084,2024-08-22 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.57,26.0,0.72,0.0,1.77,175.85,0.96,0.05,dad
7085,2024-08-22 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.85,26.08,0.68,0.0,1.87,176.37,0.93,0.03,dad
7086,2024-08-22 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.79,25.93,0.67,0.0,1.92,176.63,0.94,0.03,dad
7087,2024-08-22 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.66,26.15,0.65,0.0,1.97,177.1,0.95,0.13,dad
7088,2024-08-22 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,33.41,25.52,0.63,0.0,2.01,165.81,0.97,0.05,dad
7089,2024-08-22 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.35,25.72,0.72,0.0,3.24,192.12,0.94,0.38,dad
7090,2024-08-22 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.89,25.76,0.79,0.0,2.5,175.68,0.95,1.0,dad
7091,2024-08-22 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.53,25.96,0.81,0.0,2.22,188.34,0.92,0.02,dad
7092,2024-08-22 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.21,26.0,0.83,0.0,2.05,186.8,0.97,0.0,dad
7093,2024-08-22 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.3,25.97,0.87,0.0,1.66,179.81,0.96,0.0,dad
7094,2024-08-22 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.75,26.27,0.92,0.0,1.62,181.92,0.99,0.0,dad
7095,2024-08-22 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.57,26.15,0.92,0.0,1.67,183.39,0.97,0.0,dad
7096,2024-08-22 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.48,26.06,0.92,0.0,1.48,194.22,0.95,0.0,dad
7097,2024-08-22 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.32,25.94,0.92,0.0,1.39,206.84,0.98,0.0,dad
7098,2024-08-22 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.05,25.8,0.93,0.0,1.51,215.58,0.99,0.0,dad
7099,2024-08-22 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.94,25.94,0.94,0.0,1.37,224.52,0.97,0.0,dad
7100,2024-08-22 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.68,25.68,0.94,0.0,1.28,230.96,0.97,0.0,dad
7101,2024-08-22 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.92,25.88,0.94,0.0,1.07,233.52,0.99,0.0,dad
7102,2024-08-22 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.97,25.94,0.94,0.0,1.04,190.64,0.96,0.0,dad
7103,2024-08-22 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.04,26.01,0.94,0.0,0.82,198.17,0.98,0.01,dad
7104,2024-08-23 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.73,26.38,0.92,0.0,0.66,169.7,0.98,0.05,dad
7105,2024-08-23 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.29,26.56,0.9,0.0,1.25,172.53,0.96,0.06,dad
7106,2024-08-23 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.98,27.03,0.84,0.0,1.57,183.34,0.98,0.09,dad
7107,2024-08-23 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.19,26.52,0.76,0.0,1.44,200.43,0.99,0.24,dad
7108,2024-08-23 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.34,26.28,0.75,0.0,0.9,221.7,0.99,0.2,dad
7109,2024-08-23 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.98,25.96,0.79,0.0,0.43,263.95,1.0,5.67,dad
7110,2024-08-23 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.26,25.86,0.77,0.0,0.68,357.14,0.99,1.63,dad
7111,2024-08-23 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.66,26.25,0.77,0.0,0.64,238.72,0.97,2.43,dad
7112,2024-08-23 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.11,25.21,0.75,0.0,2.25,186.19,0.98,3.97,dad
7113,2024-08-23 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.4,25.11,0.73,0.0,2.3,166.79,1.0,0.36,dad
7114,2024-08-23 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.94,25.71,0.83,0.0,1.98,166.28,0.97,0.1,dad
7115,2024-08-23 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.61,26.08,0.86,0.0,1.19,163.4,0.98,0.01,dad
7116,2024-08-23 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.26,25.94,0.87,0.0,1.3,183.92,1.0,0.0,dad
7117,2024-08-23 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.05,26.2,0.9,0.0,1.68,197.82,0.94,0.0,dad
7118,2024-08-23 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.12,25.54,0.91,0.0,1.79,203.19,0.89,0.0,dad
7119,2024-08-23 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.2,25.81,0.92,0.0,1.44,218.55,0.84,0.0,dad
7120,2024-08-23 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.06,25.88,0.93,0.0,1.71,235.01,0.9,0.0,dad
7121,2024-08-23 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.91,25.7,0.93,0.0,1.82,236.84,0.87,0.0,dad
7122,2024-08-23 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.87,25.78,0.94,0.0,1.59,230.67,0.73,0.0,dad
7123,2024-08-23 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.31,25.33,0.94,0.0,1.29,225.55,0.93,0.0,dad
7124,2024-08-23 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.14,25.38,0.96,0.0,0.81,193.94,0.96,0.0,dad
7125,2024-08-23 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.16,25.41,0.96,0.0,0.85,184.59,0.94,0.0,dad
7126,2024-08-23 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.7,26.04,0.96,0.0,0.84,183.58,0.96,0.0,dad
7127,2024-08-23 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.51,25.94,0.97,0.0,0.68,152.03,0.97,0.0,dad
7128,2024-08-24 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.44,25.99,0.92,0.0,0.61,178.02,0.95,0.0,dad
7129,2024-08-24 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.11,26.09,0.89,0.0,1.35,217.56,0.99,0.0,dad
7130,2024-08-24 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.52,25.97,0.81,0.0,1.45,225.31,0.99,0.04,dad
7131,2024-08-24 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.13,25.58,0.77,0.0,1.38,213.38,0.97,0.05,dad
7132,2024-08-24 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.84,25.61,0.74,0.0,1.34,207.41,0.93,0.06,dad
7133,2024-08-24 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.04,26.03,0.71,0.0,1.13,211.18,0.86,0.04,dad
7134,2024-08-24 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.73,26.32,0.69,0.0,0.86,224.85,0.88,0.06,dad
7135,2024-08-24 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.62,25.91,0.68,0.0,0.83,201.43,0.93,0.1,dad
7136,2024-08-24 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.25,25.56,0.76,0.0,3.11,218.82,0.95,9.34,dad
7137,2024-08-24 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.58,26.07,0.77,0.0,2.48,212.67,1.0,3.22,dad
7138,2024-08-24 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.05,25.89,0.78,0.0,2.02,221.89,1.0,0.03,dad
7139,2024-08-24 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.04,25.45,0.81,0.0,1.21,202.54,1.0,0.02,dad
7140,2024-08-24 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.0,25.4,0.86,0.0,1.16,174.02,0.97,0.01,dad
7141,2024-08-24 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.28,25.23,0.89,0.0,1.3,181.6,0.99,0.0,dad
7142,2024-08-24 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.27,25.37,0.89,0.0,1.69,191.02,0.99,0.0,dad
7143,2024-08-24 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.01,25.19,0.9,0.0,1.64,206.15,0.96,0.0,dad
7144,2024-08-24 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.87,25.44,0.92,0.0,1.71,220.54,0.94,0.0,dad
7145,2024-08-24 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.63,25.24,0.92,0.0,2.19,217.83,0.94,0.0,dad
7146,2024-08-24 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.59,25.19,0.92,0.0,2.26,224.65,0.96,0.01,dad
7147,2024-08-24 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.46,25.44,0.94,0.0,2.39,242.55,0.95,0.0,dad
7148,2024-08-24 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.63,25.47,0.93,0.0,1.84,258.47,0.95,0.05,dad
7149,2024-08-24 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.27,25.36,0.95,0.0,1.85,253.93,0.99,0.0,dad
7150,2024-08-24 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.59,25.65,0.95,0.0,1.6,238.97,0.96,0.0,dad
7151,2024-08-24 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.62,25.72,0.95,0.0,1.34,227.23,0.94,0.0,dad
7152,2024-08-25 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.34,25.91,0.92,0.0,2.06,241.8,0.91,0.0,dad
7153,2024-08-25 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.06,26.3,0.9,0.0,3.04,251.05,0.87,0.05,dad
7154,2024-08-25 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.68,26.61,0.84,0.0,3.27,253.76,0.86,0.09,dad
7155,2024-08-25 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.13,26.79,0.82,0.0,3.06,263.89,0.72,0.11,dad
7156,2024-08-25 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.72,26.8,0.8,0.0,2.54,279.2,0.86,0.09,dad
7157,2024-08-25 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.76,26.96,0.76,0.0,2.07,283.43,0.94,0.12,dad
7158,2024-08-25 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,31.96,25.35,0.68,0.0,1.88,293.28,0.97,0.19,dad
7159,2024-08-25 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.38,25.1,0.73,0.0,0.63,220.51,0.97,1.09,dad
7160,2024-08-25 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.77,24.78,0.84,0.0,2.47,238.52,0.93,1.43,dad
7161,2024-08-25 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.67,24.68,0.79,0.0,2.71,234.76,0.98,0.22,dad
7162,2024-08-25 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.75,25.24,0.86,0.0,3.25,238.43,0.93,0.04,dad
7163,2024-08-25 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.51,25.36,0.88,0.0,2.32,231.5,0.97,0.12,dad
7164,2024-08-25 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.35,25.56,0.9,0.0,2.35,216.58,0.99,0.03,dad
7165,2024-08-25 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.0,25.49,0.91,0.0,2.6,207.93,1.0,0.0,dad
7166,2024-08-25 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.75,25.48,0.93,0.0,2.74,191.98,0.99,0.01,dad
7167,2024-08-25 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.57,25.35,0.93,0.0,2.7,197.3,1.0,0.07,dad
7168,2024-08-25 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.33,25.39,0.95,0.0,2.42,194.96,1.0,0.14,dad
7169,2024-08-25 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.13,25.4,0.96,0.0,2.27,205.5,1.0,0.15,dad
7170,2024-08-25 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.77,25.17,0.96,0.0,2.67,212.92,1.0,0.53,dad
7171,2024-08-25 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.62,24.96,0.96,0.0,3.06,217.52,1.0,0.49,dad
7172,2024-08-25 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.43,24.83,0.97,0.0,2.91,223.51,1.0,0.73,dad
7173,2024-08-25 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.27,24.75,0.97,0.0,2.96,229.71,0.99,0.83,dad
7174,2024-08-25 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.59,25.01,0.97,0.0,2.14,198.18,1.0,0.48,dad
7175,2024-08-25 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.51,24.96,0.97,0.0,2.43,203.01,0.98,0.7,dad
7176,2024-08-26 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.09,25.37,0.96,0.0,2.55,218.34,0.98,0.4,dad
7177,2024-08-26 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.93,25.93,0.94,0.0,2.98,227.75,0.59,0.61,dad
7178,2024-08-26 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.8,26.04,0.85,0.0,3.06,232.07,0.68,0.25,dad
7179,2024-08-26 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.11,25.84,0.83,0.0,3.22,230.82,0.98,0.24,dad
7180,2024-08-26 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.79,26.52,0.83,0.0,3.16,228.34,0.99,0.22,dad
7181,2024-08-26 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,30.23,26.65,0.81,0.0,2.72,226.23,1.0,0.27,dad
7182,2024-08-26 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,32.34,25.51,0.67,0.0,3.04,243.72,0.92,0.4,dad
7183,2024-08-26 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.35,25.03,0.78,0.0,2.77,254.14,0.9,0.4,dad
7184,2024-08-26 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.28,24.89,0.87,0.0,4.02,232.56,0.87,5.13,dad
7185,2024-08-26 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.52,25.35,0.88,0.0,3.55,218.73,0.96,2.09,dad
7186,2024-08-26 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.5,25.6,0.95,0.0,2.0,223.05,0.95,1.21,dad
7187,2024-08-26 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.98,25.45,0.91,0.0,2.8,221.93,0.91,0.5,dad
7188,2024-08-26 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.72,25.59,0.94,0.0,2.01,207.05,0.88,1.01,dad
7189,2024-08-26 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.46,25.32,0.93,0.0,1.99,210.12,0.97,0.83,dad
7190,2024-08-26 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.13,25.35,0.96,0.0,1.99,212.24,0.99,0.5,dad
7191,2024-08-26 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.28,25.39,0.95,0.0,1.98,210.49,0.93,0.7,dad
7192,2024-08-26 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.16,25.57,0.97,0.0,1.79,202.81,1.0,0.58,dad
7193,2024-08-26 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.29,25.57,0.96,0.0,1.97,203.91,1.0,0.53,dad
7194,2024-08-26 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.29,25.6,0.96,0.0,2.32,224.69,0.99,0.58,dad
7195,2024-08-26 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.25,25.63,0.96,0.0,2.32,239.13,1.0,0.64,dad
7196,2024-08-26 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.19,25.47,0.96,0.0,1.94,241.03,1.0,0.72,dad
7197,2024-08-26 21:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.13,25.38,0.96,0.0,1.66,210.58,0.99,0.87,dad
7198,2024-08-26 22:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.13,25.65,0.97,0.0,1.64,204.88,0.96,1.12,dad
7199,2024-08-26 23:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.14,25.54,0.97,0.0,1.87,200.5,0.98,0.91,dad
7200,2024-08-27 00:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.96,25.86,0.94,0.0,2.35,226.58,0.98,1.02,dad
7201,2024-08-27 01:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.05,25.5,0.91,0.0,2.54,226.28,0.97,0.84,dad
7202,2024-08-27 02:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.14,26.04,0.88,0.0,2.84,236.48,0.93,0.53,dad
7203,2024-08-27 03:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.52,26.36,0.88,0.0,3.07,242.74,0.98,0.55,dad
7204,2024-08-27 04:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.16,25.77,0.82,0.0,3.02,245.69,0.94,0.32,dad
7205,2024-08-27 05:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.08,25.08,0.79,0.0,3.57,258.18,0.94,0.36,dad
7206,2024-08-27 06:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,29.16,25.43,0.8,0.0,4.21,248.9,0.98,0.28,dad
7207,2024-08-27 07:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.51,25.53,0.84,0.0,3.27,225.42,1.0,0.69,dad
7208,2024-08-27 08:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,27.53,25.45,0.88,0.0,3.25,237.28,1.0,0.24,dad
7209,2024-08-27 09:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.59,25.41,0.83,0.0,2.91,239.62,0.96,0.22,dad
7210,2024-08-27 10:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,28.37,25.47,0.84,0.0,2.67,244.16,0.98,0.32,dad
7211,2024-08-27 11:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.89,24.53,0.92,0.0,2.07,241.84,1.0,5.05,dad
7212,2024-08-27 12:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.83,24.96,0.95,0.0,2.13,228.48,0.91,0.71,dad
7213,2024-08-27 13:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.64,24.91,0.96,0.0,2.23,216.97,0.93,0.29,dad
7214,2024-08-27 14:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,25.75,24.87,0.95,0.0,2.19,213.24,0.99,0.08,dad
7215,2024-08-27 15:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.01,25.01,0.94,0.0,1.96,214.21,1.0,0.02,dad
7216,2024-08-27 16:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.17,25.45,0.96,0.0,1.94,215.0,1.0,0.0,dad
7217,2024-08-27 17:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.28,25.7,0.97,0.0,2.21,221.44,1.0,0.0,dad
7218,2024-08-27 18:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.15,25.4,0.96,0.0,2.67,224.6,0.98,0.02,dad
7219,2024-08-27 19:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.09,24.99,0.94,0.0,3.16,227.82,0.99,0.0,dad
7220,2024-08-27 20:00:00,"(10.036422, 105.787522)",era5,1.66,7.0,26.05,24.86,0.93,0.0,3.17,231.45,0.74,0.0,dad
